ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
32-20;32;Projekt;ZASTOSOWANIE TECHNIKI TERMOGRAFICZNEJ DO OCENY STANU TECHNICZNEGO BUDYNKÓW;RPZP.01.01.01-32-131/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;77,348.00;63,400.00;38,040.00;32,333.99;"Kancelaria Rzeczoznawcy Maj¹tkowego ""OPERAT"" mgr in¿. Beata Ziembicka";8522192669;71-231;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.01-32-131/09-01;Tak;2010/09/03;2010/09/09
32-21;32;Projekt; „Zakup nowoczesnego pojazdu specjalistycznego – ambulansu”;RPZP.01.01.01-32-146/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;195,200.00;195,200.00;117,120.00;99,551.99;Trans Medic Krawiec Wojciech;8512779574;72-010;Police;Zachodniopomorskie;Powiat policki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/08/03;2010/08/19
32-22;32;Projekt;Rozbudowa zak³adu budowlanego poprzez zakup koparki.;RPZP.01.01.01-32-148/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;366,000.00;300,000.00;180,000.00;152,999.99;INTUS Toczek Artur;8512472841;71-570;Szczecin;;;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.01-32-148/09-01;Tak;2010/10/26;2010/11/03
32-23;32;Projekt;Wzrost konkurencyjnoœci przedsiêbiorstwa C.M. na krajowym rynku us³ug budowlanych poprzez wdro¿enie unikalnej technologii pogr¹¿ania pali i œcianek szczelnych;RPZP.01.01.01-32-235/10-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;774,000.00;774,000.00;464,400.00;464,400.00;"Firma Handlowo-Us³ugowa ""C.M."" Marek Czaja";8520023359;71-163;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/27;2010/12/30
32-24;32;Projekt;„Wprowadzenie przez firmê ATJ Igielski Sp. z o.o. innowacyjnej metody szkolenia i podnoszenia kwalifikacji kierowców poprzez zakup mobilnego symulatora jazdy w warunkach specjalnych”;RPZP.01.01.01-32-247/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;2,074,610.00;1,700,000.00;1,000,000.00;1,000,000.00;AKADEMIA TECHNIKI JAZDY IGIELSKI Spó³ka z ograniczon¹ odpowiedzialnoœci¹;8542358469;73-110;Stargard Szczeciñski;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.01-32-247/10-02;Nie;2010/12/17;2010/12/21
32-25;32;Projekt;"Zastosowanie nowych rozwi¹zañ procesowych oraz wprowadzenie nowych us³ug w przedsiêbiorstwie Bielawiec Jerzy Jacek Zak³ad Robót In¿ynieryjno Budowlanych ""GEO-BUD"" ";RPZP.01.01.01-32-280/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;118,950.00;97,500.00;58,500.00;49,724.99;"Bielawiec Jerzy Jacek Zak³ad Robót In¿ynieryjno Budowlanych ""GEO-BUD"" ";6721014159;78-200;Bia³ogard;Zachodniopomorskie;Powiat bia³ogardzki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/15;2011/01/10
32-26;32;Projekt;Wzrost konkurencyjnoœci przedsiêbiorstwa poprzez dywersyfikacjê prowadzonej dzia³alnoœci.;RPZP.01.01.01-32-281/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;347,700.00;285,000.00;171,000.00;145,349.99;ALU-MAX Spó³ka Cywilna Ciemiñski Tomasz Szczepaniuk Robert;4990549447;75-667;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;08 Inne inwestycje w przedsiêbiorstwa;spó³ka cywilna prowadz¹ca dzia³alnoœæ w oparciu o umowê zawart¹ na podstawie KC - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.01-32-281/09-01;Tak;2010/10/22;2010/10/27
32-27;32;Projekt;Wzrost konkurencyjnoœci przedsiêbiorstwa poprzez wdro¿enie us³ugi zarz¹dzania procesem sma¿enia, opartej na innowacyjnej technologii mikrofiltracji olejów;RPZP.01.01.01-32-326/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;198,600.00;162,786.87;97,672.12;97,672.12;P.H.U. BERN Kober Anna;8561058633;73-110;Stargard Szczeciñski;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/20;2010/12/27
32-28;32;Projekt;Wzrost konkurencyjnosci przedsiêbiorstwa poprzez zakup specjalistycznego urz¹dzenia protetycznego.;RPZP.01.01.01-32-354/10-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;391,600.00;365,981.30;219,588.78;219,588.78;Omega Pawe³ Kalbarczyk ;9551827266;70-314;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/20;2010/12/21
32-29;32;Projekt;"Podniesienie konkurencyjnoœci przedsiêbiorstwa poprzez realizacjê nowej inwestycji - wystawy edukacyjnej pn. ""Miecze Europy""";RPZP.01.01.01-32-433/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;149,430.00;123,499.78;74,099.86;74,099.86;TRZYG£ÓW-POKAZY HISTORYCZNE IGOR DOMINIK GÓREWICZ;8521016261;70-492;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/29;2010/12/30
32-30;32;Projekt;Akademia Odkrywców;RPZP.01.01.01-32-496/10-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.01;199,836.00;163,800.00;98,280.00;98,280.00;Pomys³owa Fabryka Tomasz Pietruszyñski;8421276608;75-360;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;;;2010/12/29;2010/12/30
32-31;32;Projekt;Podniesienie poziomu innowacyjnoœci w przedsiêbiorstwie Geoprojekt Szczecin Sp. z o.o. poprzez zakup specjalistycznego osprzêtu rdzeniowego oraz presjometru wraz z aparatur¹ kontrolno-pomiarow¹.;RPZP.01.01.02-32-010/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;347,866.31;235,695.65;117,847.82;117,847.82;Przedsiêbiorstwo Geologiczne Geoprojekt Szczecin Sp. z o.o.;8520405552;70-893;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.02-32-010/09-01;Tak;2010/11/29;2011/01/12
32-32;32;Projekt;Podniesienie konkurencyjnoœci firmy Zubwit poprzez zakup maszyn budowlanych;RPZP.01.01.02-32-020/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;1,480,979.35;1,148,167.50;688,900.50;688,900.50;"ZUBWIT ""Mêtlowie"" Cezary i Dariusz Mêtel";8571040712;72-315;Resko;Zachodniopomorskie;Powiat ³obeski;08 Inne inwestycje w przedsiêbiorstwa;spó³ka cywilna prowadz¹ca dzia³alnoœæ w oparciu o umowê zawart¹ na podstawie KC - ma³e przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);RPZP.01.01.02-32-020/09-01;Tak;2010/11/10;2010/11/18
32-33;32;Projekt;Podniesienie poziomu konkurencyjnoœci Zak³adu Us³ugowo Handlowego poprzez zakup nowoczesnych maszyn i urz¹dzeñ do inspekcji i udra¿niania rur oraz kana³ów.;RPZP.01.01.02-32-022/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;749,490.00;596,011.07;357,606.64;357,606.64;Zak³ad Us³ugowo Handlowy - Zofia Kurzymska ;8541001297;73-130;Krzemieñ;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);RPZP.01.01.02-32-022/09-01;Tak;2010/11/29;2010/12/22
32-34;32;Projekt;„Poprawa konkurencyjnoœci firmy ”Seweko” poprzez zakup koparko ³adowarki wraz z frezark¹ do betonu i asfaltu”. ;RPZP.01.01.02-32-023/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;343,045.70;281,000.00;168,600.00;168,600.00;"Przedsiêbiorstwo In¿ynieryjno-Budowlane ""Seweko"" Spó³ka z o.o. ";8542278859;73-110;Stargard Szczeciñski;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - ma³e przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.02-32-023/09-01;Tak;2010/09/02;2010/10/04
32-35;32;Projekt;Zakup wielozadaniowej palownicy z teleskopowym masztem do wykonywania wierconych pali przemieszczeniowych.;RPZP.01.01.02-32-033/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;5,590,000.00;5,590,000.00;2,000,000.00;1,700,000.00;"ZAK£AD ROBÓT HYDROTECHNICZNYCH I PODWODNYCH ""UW SERVICE"" SPÓ£KA Z O.O.";8512847324;71-431;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.02-32-033/09-03;Nie;2010/11/29;2010/12/10
32-36;32;Projekt;Wdro¿enie innowacyjnego systemu znakowania laserowego poprzez inwestycjê zakupu lasera diodowego;RPZP.01.01.02-32-075/08-03;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;158,600.00;130,000.00;78,000.00;66,300.00;GIFT SERWIS Piotr Milewski ;8521024786;71-084;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.02-32-075/08-02;Nie;2010/06/02;2010/07/12
32-37;32;Projekt;"""Wzrost konkurencyjnoœci na rynku specjalistycznych us³ug budowlanych firmy Apex-Roboziem w Stargardzie Szczeciñskim dziêki zastosowaniu nowoczesnego sprzêtu budowlanego""";RPZP.01.01.02-32-080/09-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;623,537.56;511,096.35;255,548.16;217,215.92;Apex-Roboziem Spó³ka z o. o. ;8541696603;73-110;Stargard Szczeciñski;Zachodniopomorskie;Powiat stargardzki;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.02-32-080/09-02;Nie;2010/07/30;2010/08/05
32-38;32;Projekt;Wzrost konkurencyjnoœci i innowacyjnoœci firmy TRANS COMPLEX poprzez zakup specjalistycznej maszyny do wykonywania poziomych wielowarstwowych oznakowañ dróg.;RPZP.01.01.02-32-092/09-00;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;1,034,005.88;847,545.80;508,527.48;508,527.48;TRANS COMPLEX US£UGI SPRZÊTEM BUDOWLANYM I TRANSPORT DROGOWY K£OSSOWSKI BARTOSZ ;8531443208;74-200;Pyrzyce;Zachodniopomorskie;Powiat pyrzycki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;01 Obszar miejski;;;2010/08/03;2010/08/13
32-39;32;Projekt;Zakup mobilnego specjalistycznego urz¹dzenia do mycia pojemników na odpady.;RPZP.01.01.02-32-097/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;924,394.00;757,700.00;378,850.00;378,850.00;ZPHG JUMAR JULIAN MARUSZEWSKI;8520300066;72-006;Mierzyn;Zachodniopomorskie;Powiat policki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - œrednie przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);RPZP.01.01.02-32-097/09-01;Tak;2010/11/05;2010/11/05
32-40;32;Projekt;Wdro¿enie nowoczesnego systemu monitorowania i kontroli pojazdów w przedsiêbiorstwie JUMAR.;RPZP.01.01.02-32-098/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;132,370.00;108,500.00;54,250.00;46,112.50;ZPHG JUMAR JULIAN MARUSZEWSKI;8520300066;72-006;Mierzyn;Zachodniopomorskie;Powiat policki;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - œrednie przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);RPZP.01.01.02-32-098/09-01-K01;Tak;2010/10/13;2010/10/13
32-41;32;Projekt;Wzrost konkurencyjnoœci ZHU Józef Skrzypa poprzez zakup Pojazdu Ratownictwa Drogowego na bazie ciê¿kiego holownika drogowego Volvo FH;RPZP.01.01.02-32-116/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;1,464,000.00;1,200,000.00;600,000.00;510,000.00;Zak³ad Handlowo-Us³ugowy Józef Skrzypa;8530001589;74-106;Binowo;Zachodniopomorskie;Powiat gryfiñski;08 Inne inwestycje w przedsiêbiorstwa;osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - œrednie przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);;;2010/08/24;2010/08/30
32-42;32;Projekt;"Innowacyjne technologie budownictwa drogowego metod¹ na udoskonalenie oferty oraz dywersyfikacjê dzia³alnoœci firmy ""GAZOPOL Ltd"" z Koszalina";RPZP.01.01.02-32-178/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;4,703,917.40;3,855,670.00;1,927,835.00;1,638,659.75;"Przedsiêbiorstwo Inwestycyjno-Us³ugowe ""Gazopol Ltd"" Sp. z o.o.";6690500395;75-215;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;;;2010/11/12;2010/11/16
32-43;32;Projekt;Innowacyjna technologia przewiertów sterowanych metod¹ na udoskonalenie oferty przedsiêbiorstwa EKOWODROL;RPZP.01.01.02-32-211/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.02;1,895,367.60;1,553,580.00;776,790.00;660,271.50;PRZEDSIÊBIORSTWO IN¯YNIERII ŒRODOWISKA EKOWODROL SP. Z O.O.;6690500171;75-846;Koszalin;Zachodniopomorskie;Powiat m. Koszalin;08 Inne inwestycje w przedsiêbiorstwa;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;;;2010/11/09;2010/11/18
32-44;32;Projekt;Zakup palownicy do posadowieñ poœrednich na trudnych geotechnicznie terenach. Technologia Controller Modulus Column®;RPZP.01.01.03-32-011/09-03;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;3,230,560.00;2,648,000.00;1,588,800.00;1,350,479.99;DORBUD SPÓ£KA Z OGRANICZON¥ ODPOWIEDZIALNOŒCI¥ - SPÓ£KA KOMANDYTOWA;9552139396;70-672;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka komandytowa - ma³e przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-011/09-04;Tak;2010/11/29;2010/12/03
32-45;32;Projekt;Zakup przez firmê UW Service w Szczecinie wibrom³ota o wysokiej czêstotliwoœci z ustawnymi parametrami mas mimoœrodowych i wielkoœci amplitudy wraz z wyposa¿eniem;RPZP.01.01.03-32-027/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;1,964,566.48;1,610,300.40;805,150.20;684,377.66;"ZAK£AD ROBÓT HYDROTECHNICZNYCH I PODWODNYCH ""UW SERVICE"" SPÓ£KA Z O.O.";8512847324;71-431;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka z ograniczon¹ odpowiedzialnoœci¹ - œrednie przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-027/09-02-K02;Tak;2010/03/25;2010/07/09
32-46;32;Projekt;Podwy¿szenie konkurencyjnoœci firmy poprzez zakup zintegrowanego mobilnego stanowiska do produkcji telewizyjnej;RPZP.01.01.03-32-032/09-03;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;99,900.00;81,885.00;49,131.00;41,761.34;Audio-Video-Foto-Us³ugi Krzysztof Buczyñski;5970008080;74-300;Myœlibórz;Zachodniopomorskie;Powiat myœliborski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-032/09-01-K01;Tak;2010/07/21;2010/08/03
32-47;32;Projekt;"""Wdro¿enie w firmie Glob-Term innowacyjnej technologii wytwarzania biomasy""";RPZP.01.01.03-32-041/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;1,310,280.00;1,074,000.00;644,400.00;547,739.99;Glob – Term Spó³ka Cywilna Józef Zalewski i Wspólnicy;8512815502;72-006;Mierzyn;Zachodniopomorskie;Powiat policki;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);spó³ka cywilna prowadz¹ca dzia³alnoœæ w oparciu o umowê zawart¹ na podstawie KC - mikro przedsiêbiorstwo;05 Obszary wiejskie (poza obszarami górskimi, wyspami lub o niskiej i bardzo niskiej gêstoœci zaludnienia);RPZP.01.01.03-32-041/09-01-K02;Tak;2010/02/24;2010/07/28
32-48;32;Projekt;Uruchomienie pierwszego na œwiecie innowacyjnego systemu udostêpniania us³ug geolokalizacji i wytyczania tras przejazdu NAVI-RENT przez firmê RPM Robert Piotr Paderecki;RPZP.01.01.03-32-062/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;3,315,289.00;2,713,950.00;1,628,370.00;1,628,370.00;„RPM” Robert Piotr Paderecki;8521074100;70-777;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-062/10-01;Nie;2010/12/23;2010/12/27
32-49;32;Projekt;Wdro¿enie nowoczesnej technologii satelitarnych pomiarów GPS i zastosowanie jej w procesie realizacji opracowañ geodezyjnych i kartograficznych;RPZP.01.01.03-32-077/09-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;315,111.36;258,288.00;154,972.80;131,726.87;Us³ugi Geodezyjno-Kartograficzne Grzegorz Janiec;8541075373;73-150;£obez;Zachodniopomorskie;Powiat ³obeski;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-077/09-01-K01;Tak;2010/03/17;2010/04/20
32-50;32;Projekt;Podniesienie konkurencyjnoœci przedsiêbiorstwa Wilkocki Przedsiêbiorstwo Budowlane poprzez wdro¿enie innowacyjnej technologicznie koparki wraz z wyposa¿eniem;RPZP.01.01.03-32-090/09-02;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;1,505,602.00;1,234,100.00;740,460.00;629,390.99;WILKOCKI PRZEDSIÊBIORSTWO BUDOWLANE Henryk Wilkocki;8520004126;71-042;Szczecin;Zachodniopomorskie;Powiat m. Szczecin;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;01 Obszar miejski;RPZP.01.01.03-32-090/09-04-K01;Tak;2010/04/22;2010/07/09
32-51;32;Projekt;Wzrost konkurencyjnoœci Przedsiêbiorstwa Budowlano-In¿ynieryjnego GRAND K. Ligus poprzez zakup mobilnej kruszarki z innowacyjnym systemem DUPLEX;RPZP.01.01.03-32-111/10-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.01.00;RPZP.01.01.03;1,751,920.00;1,436,000.00;861,600.00;861,600.00;PRZEDSIÊBIORSTWO BUDOWLANO-IN¯YNIERYJNE GRAND KAZIMIERZ LIGUS;6721006177;78-200;Bia³ogard;Zachodniopomorskie;Powiat bia³ogardzki;07 Inwestycje w przedsiêbiorstwa bezpoœrednio zwi¹zane z dziedzin¹ badañ i innowacji (innowacyjne technologie, tworzenie przedsiêbiorstw przez uczelnie, istniej¹ce oœrodki B+RT i przedsiêbiorstwa itp.);osoba fizyczna prowadz¹ca dzia³alnoœæ gospodarcz¹ - ma³e przedsiêbiorstwo;01 Obszar miejski;;;2010/12/31;2010/12/31
32-52;32;Projekt;Zwiêkszenie konkurencyjnoœci firmy Wyroby Granitowe Wo³czyk poprzez doradztwo w zakresie poszukiwania zewnêtrznego Ÿród³a finansowania inwestycji.;RPZP.01.03.01-32-001/08-01;Regionalny Program Operacyjny Województwa Zachodniopomorskiego;RPZP.01.00.00;RPZP.01.03.00;RPZP.01.03.01;18,300.00;15,000.00;7,500.00;6,375.00;"""Wyroby Granitowe Wo³czyk"" Spó³ka Jawna";8610007507;72-400;Kamieñ Pomorski;Zachodniopomorskie;Powiat kamieñski;05 Us³ugi w zakresie zaawansowanego wsparcia dla przedsiêbiorstw i grup przedsiêbiorstw;spó³ka jawna - mikro przedsiêbiorstwo;01 Obszar miejski;RPZP.01.03.01-32-001/08-01-K01;Tak;2010/02/02;2010/02/04
