ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-40;33;Projekt;Informacja i promocja - POT - 2009;POIG.09.03.00-00-001/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;108,000.00;108,000.00;108,000.00;91,800.00;Polska Organizacja Turystyczna;5252150196;00-613;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.03.00-00-001/09-03;Tak;2009/10/06;2009/10/09
33-41;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane w 2009 r. przez Ministerstwo Gospodarki jako Instytucjê Poœrednicz¹c¹ dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innowacyjna Gospodarka;POIG.09.03.00-00-002/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,645,100.00;1,645,100.00;1,645,100.00;1,398,335.00;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-002/09-02;Tak;2009/11/10;2009/11/12
33-42;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane dla osi priorytetowych nr 3, 4, 5 i 6 Programu Operacyjnego Innowacyjna Gospdoarka bêd¹cych w gestii Ministerstwa Gospodarki jako Instytucji Poœrednicz¹cej.;POIG.09.03.00-00-003/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;2,220,337.33;2,220,132.37;2,220,132.37;1,887,112.51;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-003/08-04;Tak;2009/07/10;2009/07/10
33-43;33;Projekt;Dzia³ania informacyjno-promocyjne DKI jako Instytucji Zarz¹dzaj¹cej w ramach PO IG;POIG.09.03.00-00-004/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;5,610,235.00;5,610,235.00;5,610,235.00;4,768,699.75;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-004/08-06;Tak;2009/06/19;2009/06/19
33-44;33;Projekt;Dzia³ania informacyjne i promocyjne w ramach I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2009 r.;POIG.09.03.00-00-005/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;2,427,000.00;2,427,000.00;2,427,000.00;2,062,950.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Wdro¿eñ i Innowacji;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-005/08-06;Tak;2009/11/04;2009/11/09
33-45;33;Projekt;Dzia³ania informacyjne i promocyjne Instytucji Poœrednicz¹cej (MSWiA) oraz Instytucji Wdra¿aj¹cych (PARP oraz WWPE) realizowane w ramach 7 i 8 osi priorytetowej PO IG w 2009 roku;POIG.09.03.00-00-006/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,677,999.00;1,677,999.00;1,677,999.00;1,426,299.15;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-006/08-04;Tak;2009/11/05;2009/11/16
33-46;33;Projekt;Dzia³ania informacyjno-promocyjne realizowane w 2009 r. przez Ministerstwo Gospodarki jako Instytucjê Poœrednicz¹c¹ dla 3,4,5,6 osi priorytetowych Programu Operacyjnego Innowacyjna Gospodarka.;POIG.09.03.00-00-007/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;1,639,306.56;1,639,306.56;1,639,306.56;1,393,410.57;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-007/08-06;Tak;2009/09/30;2009/10/08
33-47;33;Projekt;Promocja i informacja POIG w dzialaniach Instytucji Zarz¹dzaj¹cej w 2009 roku;POIG.09.03.00-00-008/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.03.00;;5,035,000.00;5,035,000.00;5,035,000.00;4,279,750.00;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.03.00-00-008/08-06;Tak;2009/06/19;2009/06/19
33-48;33;Projekt;Ewaluacja PO IG 2008;POIG.09.04.00-00-003/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;311,311.15;311,311.15;311,311.15;264,614.47;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-003/08-03;Tak;2009/07/10;2009/07/10
33-49;33;Projekt;Ewaluacja PO IG 2008;POIG.09.04.00-00-004/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;4,809.62;4,809.62;4,809.62;4,088.18;Ministerstwo Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-004/08-02;Tak;2009/02/04;2009/02/16
33-50;33;Projekt;Ewaluacja POIG 2009;POIG.09.04.00-00-005/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;76,384.62;76,384.62;76,384.62;64,926.92;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Wdro¿eñ i Innowacji;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-005/08-02;Tak;2009/09/29;2009/10/15
33-51;33;Projekt;Ewaluacja w ramach 7 i 8 osi priorytetowej PO IG w 2009 roku;POIG.09.04.00-00-006/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;110,769.23;110,769.23;110,769.23;94,153.85;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-006/08-02;Tak;2009/10/07;2009/10/16
33-52;33;Projekt;Ewaluacja PO IG 2009;POIG.09.04.00-00-007/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;668,846.15;668,846.15;668,846.15;568,519.22;Ministerstwo Gospodarki, Departament Funduszy Europejskich;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-007/08-02;Tak;2009/11/23;2009/11/26
33-53;33;Projekt;Ewaluacja SPO-WKP oraz PO IG w 2009 roku - zadania Instytucji Zarz¹dzajacej;POIG.09.04.00-00-008/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.04.00;;600,000.00;600,000.00;600,000.00;510,000.00;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.04.00-00-008/08-03;Tak;2009/06/19;2009/06/19
33-54;33;Projekt;RPD IZ na lata 2007-2008;POIS.14.01.00-00-101/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;1,212,720.24;1,212,720.24;1,212,720.24;1,030,812.20;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Programów Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2009/06/22;2010/01/11
33-55;33;Projekt;RPD sektora kultura za lata 2007-2008 (MKiDN);POIS.14.01.00-00-501/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;1,182,099.87;1,182,099.87;1,182,099.87;1,004,784.88;Ministerstwo Kultury i Dziedzictwa Narodowego;5260308476;00-071;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.01.00-00-501/08-01-K01;Tak;2009/04/29;2009/05/05
33-56;33;Projekt;RPD sektora kultura za lata 2007-2008 (WWPE);POIS.14.01.00-00-502/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;1,493,800.00;1,475,800.00;1,475,800.00;1,254,430.00;W³adza Wdra¿aj¹ca Programy Europejskie;5262735917;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.01.00-00-502/08-01;Tak;2009/05/13;2009/05/22
33-57;33;Projekt;RPD sektora kultura za rok 2009 (WWPE);POIS.14.01.00-00-502/09-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;2,710,000.00;2,710,000.00;2,710,000.00;2,303,500.00;W³adza Wdra¿aj¹ca Programy Europejskie;5262735917;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.01.00-00-502/09-03;Tak;2009/12/30;2010/03/24
33-58;33;Projekt;RPD sektora zdrowie na lata 2007-2008 (MZ);POIS.14.01.00-00-601/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;449,132.09;425,501.30;425,501.30;361,675.67;Ministerstwo Zdrowia, Departament Funduszy Europejskich ;5251918554;00-952;Warszawa;;;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.01.00-00-601/08-01;Tak;2009/09/21;2009/09/24
33-59;33;Projekt;RPD sektora zdrowie na lata 2007-2008 (CSIOZ);POIS.14.01.00-00-602/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;2,268,260.82;2,014,285.81;2,014,285.81;1,712,142.94;Centrum Systemów Informacyjnych Ochrony Zdrowia;5251575309;02-326;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.01.00-00-602/08-01;Tak;2009/07/23;2009/08/05
33-60;33;Projekt;RPD sektora nauki na lata 2007-2008 (MNiSW);POIS.14.01.00-00-701/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;597,188.03;597,188.03;597,188.03;507,609.79;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Finansowania Szkó³ Wy¿szych;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.01.00-00-701/08-01;Tak;2009/04/24;2009/04/29
33-61;33;Projekt;RPD sektora nauka za rok 2009 (MNiSW);POIS.14.01.00-00-701/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;1,684,300.00;1,684,300.00;1,684,300.00;1,431,655.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Finansowania Szkó³ Wy¿szych;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.01.00-00-701/09-04;Tak;2009/06/08;2009/07/13
33-62;33;Projekt;RPD sektora nauki na lata 2007-2008 (OPI);POIS.14.01.00-00-702/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;1,741,632.38;1,741,632.38;1,741,632.38;1,480,387.47;Oœrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;jednostka naukowa;00 Nie dotyczy;POIS.14.01.00-00-702/08-03;Tak;2009/07/31;2009/07/31
33-63;33;Projekt;RPD sektora nauka za rok 2009 (OPI);POIS.14.01.00-00-702/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.01.00;;4,065,211.00;4,065,211.00;4,065,211.00;3,455,429.35;Oœrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;jednostka naukowa;00 Nie dotyczy;POIS.14.01.00-00-702/09-08;Tak;2009/07/31;2009/07/31
33-64;33;Projekt;RPD IZ na lata 2007-2008;POIS.14.02.00-00-101/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;380,804.56;380,804.56;380,804.56;323,683.87;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Programów Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2009/06/22;2010/01/11
33-65;33;Projekt;RPD sektora kultura za lata 2007-2008 (MKiDN);POIS.14.02.00-00-501/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;452,165.84;452,165.84;452,165.84;384,340.96;Ministerstwo Kultury i Dziedzictwa Narodowego;5260308476;00-071;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.02.00-00-501/08-01;Tak;2009/04/29;2009/05/05
33-66;33;Projekt;RPD sektora zdrowie na lata 2007-2008 (MZ);POIS.14.02.00-00-601/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;118,271.93;118,271.93;118,271.93;100,531.13;Ministerstwo Zdrowia, Departament Funduszy Europejskich ;5251918554;00-952;Warszawa;;;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.14.02.00-00-601/08-01;Tak;2009/09/21;2009/09/24
33-67;33;Projekt;RPD sektora zdrowie na lata 2007-2008 (CSIOZ);POIS.14.02.00-00-602/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;121,216.59;121,216.59;121,216.59;103,034.10;Centrum Systemów Informacyjnych Ochrony Zdrowia;5251575309;02-326;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.02.00-00-602/08-01;Tak;2009/07/23;2009/08/05
33-68;33;Projekt;RPD sektora nauki na lata 2007-2008 (MNiSW);POIS.14.02.00-00-701/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;113,909.99;113,909.99;113,909.99;96,823.47;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Finansowania Szkó³ Wy¿szych;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.02.00-00-701/08-01;Tak;2009/04/24;2009/04/30
33-69;33;Projekt;RPD sektora nauka za rok 2009 (MNiSW);POIS.14.02.00-00-701/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;473,000.00;473,000.00;473,000.00;402,050.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Finansowania Szkó³ Wy¿szych;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.02.00-00-701/09-04;Tak;2009/06/08;2009/07/13
33-70;33;Projekt;RPD sektora nauki na lata 2007-2008 (OPI);POIS.14.02.00-00-702/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;196,241.86;196,241.86;196,241.86;166,805.58;Oœrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;jednostka naukowa;00 Nie dotyczy;POIS.14.02.00-00-702/08-03;Tak;2009/07/31;2009/07/31
33-71;33;Projekt;RPD sektora nauka za rok 2009 (OPI);POIS.14.02.00-00-702/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.02.00;;409,970.00;409,970.00;409,970.00;348,474.50;Oœrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;jednostka naukowa;00 Nie dotyczy;POIS.14.02.00-00-702/09-08;Tak;2009/07/31;2009/07/31
33-72;33;Projekt;RPD IZ na lata 2007-2008;POIS.14.03.00-00-101/08-01;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.03.00;;461,750.20;461,750.20;461,750.20;392,487.67;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Programów Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2009/06/22;2010/01/11
33-73;33;Projekt;RPD sektora nauka za rok 2009 (MNiSW);POIS.14.03.00-00-701/09-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.14.00.00;POIS.14.03.00;;143,000.00;143,000.00;143,000.00;121,550.00;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Finansowania Szkó³ Wy¿szych;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIS.14.03.00-00-701/09-02;Tak;2009/06/08;2009/07/13
33-74;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (MŒ);POIS.15.01.00-00-201/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;5,463,312.61;1,517,365.18;1,517,365.18;1,289,760.40;Ministerstwo Œrodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIS.15.01.00-00-201/08-01;Tak;2009/03/20;2009/03/31
33-75;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (NFOŒiGW);POIS.15.01.00-00-202/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;13,451,208.00;7,919,158.00;6,731,284.30;6,731,284.30;Narodowy Fundusz Ochrony Œrodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - du¿e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-202/08-01;Tak;2009/04/16;2009/04/23
33-76;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Bia³ymstoku);POIS.15.01.00-00-203/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,632,942.26;1,356,916.17;1,153,378.72;1,153,378.72;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Bia³ymstoku;5421952597;15-879;Bia³ystok;Podlaskie;Powiat m. Bia³ystok;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-203/08-01;Tak;2009/04/15;2009/04/22
33-77;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Gdañsku);POIS.15.01.00-00-204/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,276,721.32;994,727.22;845,518.09;845,518.09;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Gdañsku;5832094563;80-837;Gdañsk;Pomorskie;Powiat m. Gdañsk;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-204/08-01;Tak;2009/03/25;2009/04/17
33-78;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Zielonej Górze);POIS.15.01.00-00-205/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;432,417.86;432,417.86;367,555.11;367,555.11;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Zielonej Górze;9730277026;65-364;Zielona Góra;Lubuskie;Powiat m. Zielona Góra;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-205/08-01;Tak;2009/04/08;2009/04/23
33-79;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Katowicach);POIS.15.01.00-00-206/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;2,092,104.00;953,916.00;810,828.60;810,828.60;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Katowicach;9542239831;40-053;Katowice;Œl¹skie;Powiat m. Katowice;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-206/08-01;Tak;2009/04/17;2009/04/23
33-80;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Kielcach);POIS.15.01.00-00-207/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;1,005,626.00;785,833.00;667,958.05;667,958.05;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Kielcach;9590832923;25-311;Kielce;Œwiêtokrzyskie;Powiat m. Kielce;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-207/08-01;Tak;2009/04/16;2009/04/23
33-81;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Krakowie);POIS.15.01.00-00-208/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;500,687.32;346,854.88;294,826.63;294,826.63;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Krakowie;6761026884;31-002;Kraków;Ma³opolskie;Powiat m. Kraków;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-208/08-01;Tak;2009/04/08;2009/04/17
33-82;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Lublinie);POIS.15.01.00-00-209/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;321,657.26;313,643.66;266,597.08;266,597.08;Wojewódzki Fundusz Ochrony Œrodowiska i Gosporarki Wodnej w Lublinie;7121004696;20-074;Lublin;Lubelskie;Powiat m. Lublin;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-209/08-01;Tak;2009/04/08;2009/04/17
33-83;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w £odzi);POIS.15.01.00-00-210/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;640,120.51;626,017.19;532,114.59;532,114.59;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w £odzi ;7251087864;90-562;£ódŸ;£ódzkie;Powiat m. £ódŸ;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - œrednie przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-210/08-01;Tak;2009/04/16;2009/04/23
33-84;33;Projekt;RPD sektora œrodowisko na lata 2007-2008 (WFOŒiGW w Olsztynie);POIS.15.01.00-00-211/08-00;Program Operacyjny Infrastruktura i Œrodowisko;POIS.15.00.00;POIS.15.01.00;;3,529,652.83;1,992,882.00;1,693,949.70;1,693,949.70;Wojewódzki Fundusz Ochrony Œrodowiska i Gospodarki Wodnej w Olsztynie;7391296154;10-026;Olsztyn;Warmiñsko-mazurskie;Powiat m. Olsztyn;85 Przygotowanie, realizacja, monitorowanie i kontrola;fundusz - ma³e przedsiêbiorstwo;00 Nie dotyczy;POIS.15.01.00-00-211/08-01;Tak;2009/04/15;2009/04/20
