ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oœ priorytetowa <Kod>;Dzia³anie <Kod>;Poddzia³anie <Kod>;Wartoœæ ogó³em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;Miejscowoœæ;Województwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p³atnoœæ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoñczony (Wniosek o p³atnoœæ koñcow¹);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-10;33;Projekt;Platforma Lokalizacyjno-Informacyjna z Centraln¹ Baz¹ Danych (PLI CBD);POIG.07.01.00-00-002/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;19,441,214.00;19,441,214.00;19,441,214.00;16,525,031.90;Urz¹d Komunikacji Elektronicznej;5272367496;01-211;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-002/08-11;Nie;2009/03/20;2011/04/05
33-11;33;Projekt;pl.ID - Polska ID karta;POIG.07.01.00-00-003/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;370,000,000.00;370,000,000.00;370,000,000.00;314,500,000.00;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-003/08-12;Nie;2009/06/05;2010/04/29
33-12;33;Projekt;ePUAP 2;POIG.07.01.00-00-004/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;141,418,200.00;141,418,200.00;141,418,200.00;120,205,470.00;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;13 Us³ugi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-004/08-11;Nie;2009/06/05;2010/04/29
33-13;33;Projekt;Informatyzacja wydzia³ów ksi¹g wieczystych.;POIG.07.01.00-00-005/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;29,968,168.00;24,923,175.63;21,620,944.00;18,377,802.40;Ministerstwo Sprawiedliwoœci;5261673166;00-950;Warszawa;;;15 Inne dzia³ania maj¹ce na celu poprawê dostêpu MŒP do TIK i ich wydajne u¿ytkowanie;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-005/08-03;Nie;2009/08/10;2010/12/27
33-14;33;Projekt;Ogólnopolska sieæ teleinformatyczna na potrzeby obs³ugi numeru alarmowego 112;POIG.07.01.00-00-006/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;165,000,000.00;165,000,000.00;165,000,000.00;140,250,000.00;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-006/09-11;Nie;2009/06/26;2010/06/11
33-15;33;Projekt;Rozwój systemu informatycznego ZUS wspomagaj¹cego udostêpnianie e-us³ug;POIG.07.01.00-00-013/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;100,000,000.00;100,000,000.00;100,000,000.00;85,000,000.00;Zak³ad Ubezpieczeñ Spo³ecznych ;5213017228;00-701;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2009/12/16;2011/04/05
33-16;33;Projekt;System Informacyjny Statystyki Publicznej (SISP);POIG.07.01.00-00-014/09-02;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;110,604,800.00;110,604,800.00;110,604,800.00;94,014,080.00;G³ówny Urz¹d Statystyczny ;5261040828;00-925;Warszawa;Mazowieckie;Powiat m. st. Warszawa;13 Us³ugi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-014/09-07;Nie;2009/06/30;2010/05/24
33-17;33;Projekt;Centralna Ewidencja i Informacja o Dzia³alnoœci Gospodarczej;POIG.07.01.00-00-015/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;28,749,766.00;28,749,766.00;28,749,766.00;24,437,301.10;Ministerstwo Gospodarki;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;13 Us³ugi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-015/09-08;Nie;2009/09/25;2010/09/01
33-18;33;Projekt;Zintegrowana, wielous³ugowa platforma komunikacyjna Policji z funkcj¹ e-Us³ug dla obywateli i przedsiêbiorców.;POIG.07.01.00-00-016/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;98,570,000.00;98,570,000.00;98,570,000.00;83,784,500.00;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-016/09-06;Nie;2009/09/24;2010/04/29
33-19;33;Projekt;Platforma Us³ug Elektronicznych dla klientów ZUS (PUE);POIG.07.01.00-00-017/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;101,526,000.00;101,526,000.00;101,526,000.00;86,290,000.00;Zak³ad Ubezpieczeñ Spo³ecznych;5213017228;01-748;Warszawa;Mazowieckie;Powiat m. st. Warszawa;13 Us³ugi i aplikacje dla obywateli (e-zdrowie, e-administracja, e-edukacja, e-integracja itp.);pañstwowa jednostka organizacyjna;00 Nie dotyczy;;;2009/09/22;2011/04/05
33-20;33;Projekt;Infrastruktura e-Us³ug Resortu Finansów;POIG.07.01.00-00-022/09-01;Program Operacyjny Innowacyjna Gospodarka;POIG.07.00.00;POIG.07.01.00;;210,000,000.00;210,000,000.00;210,000,000.00;178,500,000.00;Ministerstwo Finansów;5260250274;00-916;Warszawa;Mazowieckie;Powiat m. st. Warszawa;11 Technologie informacyjne i komunikacyjne (dostêp, bezpieczeñstwo, interoperacyjnoœæ, zapobieganie zagro¿eniom, badania, innowacje, treœci cyfrowe itp.);organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.07.01.00-00-022/09-08-K01;Nie;2009/09/25;2010/12/17
33-21;33;Projekt;e-grant broker. finanse dla projektów;POIG.08.01.00-02-134/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.08.00.00;POIG.08.01.00;;83,620.00;77,680.00;66,028.00;56,123.80;ACQUITEC SPÓ£KA Z OGRANICZON¥ ODPOWIEDZIALNOŒCI¥;8982123612;51-616;Wroc³aw;Dolnoœl¹skie;Powiat m. Wroc³aw;15 Inne dzia³ania maj¹ce na celu poprawê dostêpu MŒP do TIK i ich wydajne u¿ytkowanie;spó³ka z ograniczon¹ odpowiedzialnoœci¹ - mikro przedsiêbiorstwo;00 Nie dotyczy;POIG.08.01.00-02-134/08-02;Tak;2009/09/11;2010/02/02
33-22;33;Projekt;Wsparcie zarz¹dzania IP i IP II;POIG.09.01.00-00-001/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;7,809,800.33;7,809,800.33;7,809,800.33;6,638,330.28;Ministerstwo Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-001/08-04;Tak;2009/06/10;2009/07/08
33-23;33;Projekt;Wsparcie zarz¹dzania - POT - 2009;POIG.09.01.00-00-001/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;1,025,500.00;1,025,500.00;1,025,500.00;871,675.00;Polska Organizacja Turystyczna;5252150196;00-613;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.01.00-00-001/09-03;Tak;2009/10/06;2009/10/09
33-24;33;Projekt;Wsparcie procesów zarz¹dzania Instytucji Poœrednicz¹cej (Ministerstwa Spraw Wewnêtrznych i Administracji) oraz Instytucji Wdra¿aj¹cych (Polskiej Agencji Rozwoju Przedsiêbiorczoœci oraz W³adzy Wdra¿aj¹cej Programy Europejskie) – poprzez finansowanie kosztów realizacji 7. i 8. osi priorytetowej PO IG w 2008 roku;POIG.09.01.00-00-002/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;6,346,673.59;6,346,673.59;6,346,673.59;5,394,672.55;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-002/08-03;Tak;2009/06/05;2009/06/25
33-25;33;Projekt;Finansowanie kosztów zatrudnienia i szkoleñ pracowników BGK oraz kosztów wdra¿¹nia dzia³añ realizowanych przez BGK w ramach dzia³ania 4.3 Kredyt technologiczny PO IG w 2009 roku. ;POIG.09.01.00-00-002/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;1,893,799.93;1,893,799.93;1,893,799.93;1,609,729.94;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-002/09-02;Tak;2009/11/10;2009/11/12
33-26;33;Projekt;Wsparcie zarz¹dzania Instytucji Wdra¿aj¹cych poprzez finansowanie kosztów zatrudnienia pracowników, a tak¿e finansowanie szkoleñ pracowników Instytucji Poœrednicz¹cej oraz Instytucji Wdra¿aj¹cych PO IG w 2007 i 2008 roków i kosztów posiedzeñ komisji konkursowych.;POIG.09.01.00-00-003/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;13,100,444.05;12,776,890.92;12,776,890.92;10,860,357.28;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-003/08-04;Tak;2009/07/10;2009/07/10
33-27;33;Projekt;Wsparcie zarz¹dzania IZ w ramach PO IG;POIG.09.01.00-00-004/08-05;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;758,164.00;758,164.00;758,164.00;644,439.40;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-004/08-06;Tak;2009/06/19;2009/06/19
33-28;33;Projekt;Wsparcie zarz¹dzania IP i IP2 w 2009 r.;POIG.09.01.00-00-005/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;12,230,636.34;12,230,636.34;12,230,636.34;10,396,040.88;Minister Nauki i Szkolnictwa Wy¿szego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-005/08-04-K01;Tak;2009/11/19;2009/11/19
33-29;33;Projekt;Wsparcie procesów zarz¹dzania Instytucji Poœrednicz¹cej (MSWiA) oraz Insytucji Wdra¿aj¹cych (PARP oraz WWPE) - poprzez finansowanie kosztów realizacji 7 i 8 osi priorytetowej PO IG w 2009 roku;POIG.09.01.00-00-006/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;22,726,991.45;22,693,991.45;22,693,991.45;19,289,892.73;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-006/08-04-K02;Tak;2009/10/07;2009/10/16
33-30;33;Projekt;Wsparcie zarz¹dzania Instytucji Wdra¿aj¹cych poprzez finansowanie kosztów zatrudnienia pracowników, a tak¿e finansowanie szkoleñ pracowników Instytucji Poœrednicz¹cej i Instytucji Wdra¿aj¹cych oraz innych kosztów zwi¹zanych z wdra¿aniem PO IG.;POIG.09.01.00-00-007/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;30,158,850.40;30,100,750.60;30,100,750.60;25,585,638.01;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-007/08-08-K04;Tak;2009/11/23;2009/11/26
33-31;33;Projekt;Wsparcie zarz¹dzania IZ POIG w 2009 roku;POIG.09.01.00-00-008/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.01.00;;2,052,422.00;2,052,422.00;2,052,422.00;1,744,558.70;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.01.00-00-008/08-07;Tak;2009/10/22;2009/10/22
33-32;33;Projekt;Wyposa¿enie instytucji-POT-2009;POIG.09.02.00-00-001/09-00;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;127,500.00;127,500.00;127,500.00;108,375.00;Polska Organizacja Turystyczna;5252150196;00-613;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;pañstwowa jednostka organizacyjna;00 Nie dotyczy;POIG.09.02.00-00-001/09-03;Tak;2009/10/06;2009/10/09
33-33;33;Projekt;Wyposa¿enie Instytucji Poœrednicz¹cej (Ministerstwa Spraw Wewnêtrznych i Administracji) oraz Instytucji Wdra¿aj¹cych (Polskiej Agencji Rozwoju Przedsiêbiorczoœci oraz W³adzy Wdra¿aj¹cej Programy Europejskie) – poprzez finansowanie kosztów wyposa¿enia stanowisk pracy pracowników zaanga¿owanych w realizacjê 7 i 8 osi priorytetowej PO IG w 2008 roku. ;POIG.09.02.00-00-002/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;1,126,992.96;1,126,992.96;1,126,992.96;957,944.02;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-002/08-04;Tak;2009/06/05;2009/06/25
33-34;33;Projekt;Komputeryzacja i wyposa¿enie w sprzêt biurowy, materia³y biurowe, eksploatacyjne, oprogramowanie komputerowe, szafy kartotekowe, zakup i finansowanie kosztów u¿ytkowania telefonów s³u¿bowych pracowników IP i IW oraz utworzenie Lokalnego Systemu Informatycznego.;POIG.09.02.00-00-003/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;2,350,611.61;2,302,649.14;2,302,649.14;1,957,251.76;Ministerstwo Gospodarki, Departament Funduszy Europejskich, Instytucja Poœrednicz¹ca PO IG i PO IiŒ;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-003/08-03;Tak;2009/07/10;2009/07/10
33-35;33;Projekt;Finansowanie wydatków w zakresie wyposa¿enia IZ PO IG;POIG.09.02.00-00-004/08-04;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;125,626.10;125,626.10;125,626.10;106,782.18;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-004/08-05;Tak;2009/06/19;2009/06/19
33-36;33;Projekt;Wyposa¿enie Instytucji Posrednicz¹cej i Instytucji Poœrednicz¹cych II stopnia w 2009 roku;POIG.09.02.00-00-005/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;12,852,709.95;3,872,221.87;3,872,221.87;3,291,388.59;Ministerstwo Nauki i Szkolnictwa Wy¿szego, Departament Wdro¿eñ i Innowacji;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-005/08-04;Tak;2009/09/29;2009/10/15
33-37;33;Projekt;Wyposa¿enie Instytucji Poœrednicz¹cej (MSWiA) oraz Instytucji Wdra¿aj¹cych (PARP oraz WWPE) - poprzez finansowanie kosztów wyposa¿enia stanowisk pracy pracowników zaanga¿owanych w realizacjê 7. i 8. osi priorytetowej PO IG w 2009 roku;POIG.09.02.00-00-006/08-02;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;2,982,432.18;2,982,432.18;2,982,432.18;2,535,067.35;Ministerstwo Spraw Wewnêtrznych i Administracji;5210526030;02-591;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-006/08-04;Tak;2009/10/07;2009/10/16
33-38;33;Projekt;Wyposa¿enie w sprzêt Instytucji Poœrednicz¹cej w MG oraz Instytucji Wdra¿aj¹cych;POIG.09.02.00-00-007/08-01;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;10,373,115.91;3,446,005.23;3,446,005.23;2,929,104.44;Ministerstwo Gospodarki, Departament Funduszy Europejskich;5262897181;00-507;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-007/08-07;Tak;2009/09/30;2009/10/07
33-39;33;Projekt;Wydatki IZ POIG w zakresie wyposa¿enia stanowisk pracy;POIG.09.02.00-00-008/08-03;Program Operacyjny Innowacyjna Gospodarka;POIG.09.00.00;POIG.09.02.00;;461,578.00;461,578.00;461,578.00;392,341.30;Ministerstwo Rozwoju Regionalnego;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w³adzy, administracji rz¹dowej;00 Nie dotyczy;POIG.09.02.00-00-008/08-07;Tak;2009/06/19;2009/06/19
