ID;Rodzic;Poziom;Numer;Część;Typ;Treść;Pozycja;Dotacje i subwencje;Świadczenia na rzecz osób fizycznych;Wydatki bieżące jednostek budżetowych;Wydatki majątkowe;Wydatki na obsługę długu Skarbu Państwa;Środki własne Unii Europejskiej;Współfinansowanie projektów z udziałem środków Unii Europejskiej;OGÓŁEM
73-753;73;b;753;73;Dział 753;Obowiązkowe ubezpieczenia społeczne;2;37161745;3507851;1741262;0;0;0;0;42410858
73-753-03;73-753;c;75303;73;Rozdział 75303;Fundusz Ubezpieczeń Społecznych;3;37134406;0;0;0;0;0;0;37134406
73-753-09;73-753;c;75309;73;Rozdział 75309;Składki na ubezpieczenia społeczne;4;0;0;1741206;0;0;0;0;1741206
73-753-13;73-753;c;75313;73;Rozdział 75313;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;5;27339;3507232;53;0;0;0;0;3534624
73-753-95;73-753;c;75395;73;Rozdział 75395;Pozostała działalność;6;0;619;3;0;0;0;0;622
73-851;73;b;851;73;Dział 851;Ochrona zdrowia;7;0;0;266192;0;0;0;0;266192
73-851-56;73-851;c;85156;73;Rozdział 85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;8;0;0;266192;0;0;0;0;266192
73-853;73;b;853;73;Dział 853;Pozostałe zadania w zakresie polityki społecznej;9;48853;1851152;32;0;0;0;0;1900037
73-853-35;73-853;c;85335;73;Rozdział 85335;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC;10;0;651;0;0;0;0;0;651
73-853-47;73-853;c;85347;73;Rozdział 85347;Renta socjalna;11;48853;1850501;32;0;0;0;0;1899386
74;;a;74;74;Część 74;PROKURATORIA  GENERALNA SKARBU PAŃSTWA;1;0;5;40354;245;0;0;0;40604
74-750;74;b;750;74;Dział 750;Administracja publiczna;2;0;5;40350;245;0;0;0;40600
74-750-03;74-750;c;75003;74;Rozdział 75003;Prokuratoria Generalna Skarbu Państwa;3;0;5;40350;245;0;0;0;40600
74-752;74;b;752;74;Dział 752;Obrona narodowa;4;0;0;4;0;0;0;0;4
74-752-12;74-752;c;75212;74;Rozdział 75212;Pozostałe wydatki obronne;5;0;0;4;0;0;0;0;4
75;;a;75;75;Część 75;RZĄDOWE CENTRUM LEGISLACJI;1;0;4;22709;2000;0;0;31;24744
75-750;75;b;750;75;Dział 750;Administracja publiczna;2;0;4;22709;2000;0;0;31;24744
75-750-06;75-750;c;75006;75;Rozdział 75006;Rządowe Centrum Legislacji;3;0;4;22709;2000;0;0;31;24744
76;;a;76;76;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;1;0;130;79745;6204;0;0;2475;88554
76-600;76;b;600;76;Dział 600;Transport i łączność;2;0;130;79544;6204;0;0;2475;88353
76-600-47;76-600;c;60047;76;Rozdział 60047;Urząd Komunikacji Elektronicznej;3;0;130;79544;6204;0;0;2475;88353
76-750;76;b;750;76;Dział 750;Administracja publiczna;4;0;0;133;0;0;0;0;133
76-750-76;76-750;c;75076;76;Rozdział 75076;Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej;5;0;0;133;0;0;0;0;133
76-752;76;b;752;76;Dział 752;Obrona narodowa;6;0;0;68;0;0;0;0;68
76-752-12;76-752;c;75212;76;Rozdział 75212;Pozostałe wydatki obronne;7;0;0;68;0;0;0;0;68
78;;a;78;78;Część 78;OBSŁUGA ZADŁUśENIA ZAGRANICZNEGO;1;0;0;0;0;8812800;0;0;8812800
78-757;78;b;757;78;Dział 757;Obsługa długu publicznego;2;0;0;0;0;8812800;0;0;8812800
78-757-01;78-757;c;75701;78;Rozdział 75701;Obsługa zadłużenia zagranicznego,  należności i innych operacji;3;0;0;0;0;8779284;0;0;8779284
78-757-04;78-757;c;75704;78;Rozdział 75704;Rozliczenia z tytułu poręczeń i gwarancji udzielonych przez Skarb Państwa lub jednostkę samorządu terytorialnego;4;0;0;0;0;33516;0;0;33516
79;;a;79;79;Część 79;OBSŁUGA DŁUGU KRAJOWEGO;1;0;0;0;0;29621700;0;0;29621700
79-757;79;b;757;79;Dział 757;Obsługa długu publicznego;2;0;0;0;0;29621700;0;0;29621700
79-757-03;79-757;c;75703;79;Rozdział 75703;Obsługa skarbowych papierów wartościowych oraz innych instrumentów finansowych na rynku krajowym;3;0;0;0;0;28825700;0;0;28825700
79-757-04;79-757;c;75704;79;Rozdział 75704;Rozliczenia z tytułu poręczeń i gwarancji udzielonych przez Skarb Państwa lub jednostkę samorządu terytorialnego;4;0;0;0;0;796000;0;0;796000
80;;a;80;80;Część 80;REGIONALNE IZBY OBRACHUNKOWE;1;0;59;100808;1829;0;0;55;102751
80-750;80;b;750;80;Dział 750;Administracja publiczna;2;0;59;100808;1829;0;0;55;102751
80-750-15;80-750;c;75015;80;Rozdział 75015;Regionalne izby obrachunkowe;3;0;59;100808;1829;0;0;55;102751
81;;a;81;81;Część 81;REZERWA OGÓLNA;1;0;0;95000;0;0;0;0;95000
81-758;81;b;758;81;Dział 758;Różne rozliczenia;2;0;0;95000;0;0;0;0;95000
81-758-17;81-758;c;75817;81;Rozdział 75817;Ogólna rezerwa budżetowa Rady Ministrów;3;0;0;95000;0;0;0;0;95000
82;;a;82;82;Część 82;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;1;48357658;0;0;0;0;0;0;48357658
82-758;82;b;758;82;Dział 758;Różne rozliczenia;2;48357658;0;0;0;0;0;0;48357658
82-758-01;82-758;c;75801;82;Rozdział 75801;Część oświatowa subwencji ogólnej dla jednostek samorządu terytorialnego;3;36924829;0;0;0;0;0;0;36924829
82-758-02;82-758;c;75802;82;Rozdział 75802;Uzupełnienie subwencji ogólnej dla jednostek samorządu terytorialnego;4;335999;0;0;0;0;0;0;335999
82-758-03;82-758;c;75803;82;Rozdział 75803;Część wyrównawcza subwencji ogólnej dla powiatów;5;1583843;0;0;0;0;0;0;1583843
82-758-04;82-758;c;75804;82;Rozdział 75804;Część wyrównawcza subwencji ogólnej dla województw;6;1112103;0;0;0;0;0;0;1112103
82-758-05;82-758;c;75805;82;Rozdział 75805;Część rekompensująca  subwencji ogólnej dla gmin ;7;25000;0;0;0;0;0;0;25000
82-758-07;82-758;c;75807;82;Rozdział 75807;Część wyrównawcza subwencji ogólnej dla gmin;8;5991329;0;0;0;0;0;0;5991329
82-758-31;82-758;c;75831;82;Rozdział 75831;Część równoważąca subwencji ogólnej dla gmin;9;619427;0;0;0;0;0;0;619427
82-758-32;82-758;c;75832;82;Rozdział 75832;Część równoważąca subwencji ogólnej dla powiatów;10;1137235;0;0;0;0;0;0;1137235
82-758-33;82-758;c;75833;82;Rozdział 75833;Część regionalna subwencji ogólnej dla województw;11;627893;0;0;0;0;0;0;627893
83;;a;83;83;Część 83;REZERWY CELOWE (ogółem);1;3408564;11000;4025369;2472399;0;0;7907757;17825089
83-758;83;b;758;83;Dział 758;Różne rozliczenia;2;3408564;11000;4025369;2472399;0;0;7907757;17825089
83-758-18;83-758;c;75818;83;Rozdział 75818;Rezerwy ogólne i celowe (ogółem);3;3408564;11000;4025369;2472399;0;0;7907757;17825089
83-758-18-001;83-758-18;d;1;83;Podrozdział 1;Przeciwdziałanie i usuwanie skutków klęsk żywiołowych;4;0;0;1074627;348000;0;0;0;1422627
83-758-18-002;83-758-18;d;2;83;Podrozdział 2;Infrastruktura drogowa i portowa;5;0;0;0;98000;0;0;0;98000
83-758-18-003;83-758-18;d;3;83;Podrozdział 3;Program poakcesyjnego wsparcia obszarów wiejskich;6;0;0;50390;0;0;0;0;50390
83-758-18-004;83-758-18;d;4;83;Podrozdział 4;Dopłaty do paliwa rolniczego;7;720000;0;0;0;0;0;0;720000
83-758-18-005;83-758-18;d;5;83;Podrozdział 5;Współfinansowanie projektów z udziałem środków europejskich, finansowanie projektów z udziałem środków otrzymywanych od państw członkowskich Europejskiego Porozumienia o Wolnym Handlu (EFTA), projektów z udziałem innych środków pochodzących z budżetu UE nie ujętych w budżecie środków europejskich, finansowanie projektów pomocy technicznej, finansowanie Wspólnej Polityki Rolnej, a także na pokrycie potrzeb wynikających z różnic kursowych przy realizacji programów finansowanuch z UE;8;0;0;0;0;0;0;7872305;7872305
83-758-18-006;83-758-18;d;6;83;Podrozdział 6;Budowa i funkcjonowanie systemu powiadamiania ratunkowego na terenie kraju;9;0;0;30000;39100;0;0;0;69100
83-758-18-007;83-758-18;d;7;83;Podrozdział 7;Dofinansowanie kosztów podniesienia jakości oświaty;10;0;0;11888;0;0;0;0;11888
83-758-18-008;83-758-18;d;8;83;Podrozdział 8;Stypendia Prezesa Rady Ministrów dla uczniów szczególnie uzdolnionych;11;0;11000;0;0;0;0;0;11000
83-758-18-009;83-758-18;d;9;83;Podrozdział 9;Zwalczanie chorób zakaźnych zwierząt, badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt, produktach pochodzenia zwierzęcego i paszach, finansowanie zadań zleconych przez Komisję Europejską oraz dofinansowanie kosztów realizacji zadań Inspekcji Weterynaryjnej;12;0;0;257100;0;0;0;0;257100
83-758-18-010;83-758-18;d;10;83;Podrozdział 10;Pomoc dla repatriantów;13;9066;0;0;0;0;0;0;9066
83-758-18-011;83-758-18;d;11;83;Podrozdział 11;Pomoc dla społeczności romskiej;14;10000;0;0;0;0;0;0;10000
83-758-18-012;83-758-18;d;12;83;Podrozdział 12;Pomoc dla cudzoziemców, którzy uzyskali status uchodźcy lub ochronę uzupełniającą na terytorium Rzeczypospolitej Polskiej i wymagającą wsparcia w związku z procesem integracji;15;2900;0;0;0;0;0;0;2900
83-758-18-013;83-758-18;d;13;83;Podrozdział 13;Zobowiązania wymagalne Skarbu Państwa;16;0;0;285735;0;0;0;0;285735
83-758-18-014;83-758-18;d;14;83;Podrozdział 14;Środki na finansowanie przez Krajowe Biuro Wyborcze ustawowo określonych zadań dotyczących wyborów i referendów;17;0;0;189440;1240;0;0;0;190680
83-758-18-015;83-758-18;d;15;83;Podrozdział 15;Program dla Odry  2006;18;0;0;0;75099;0;0;0;75099
83-758-18-016;83-758-18;d;16;83;Podrozdział 16;Rezerwa płacowa na zmiany organizacyjne i nowe zadania oraz na wynagrodzenia osób zajmujących się programami finansowanymi z budżetu UE oraz środkami z pomocy udzielanej przez państwa członkowskie EFTA;19;0;0;15220;0;0;0;35452;50672
83-758-18-017;83-758-18;d;17;83;Podrozdział 17;Środki na szkolenia i wynagrodzenia na nowe mianowania urzędników służby cywilnej oraz skutki przechodzące z 2010 r. oraz zwiększenie wynagrodzeń nowo powołanych ekspertów w Urzędzie Patentowym Rzeczypospolitej Polskiej;20;0;0;13958;0;0;0;0;13958
83-758-18-018;83-758-18;d;18;83;Podrozdział 18;Rezerwa na zwiększenie wynagrodzeń przeznaczonych na wypłaty wynagrodzeń dla osób odwołanych z kierowniczych stanowisk państwowych, a także nagród jubileuszowych, odpraw emerytalnych i odpraw w związku z przejściem na rentę z tytułu niezdolności do pracy oraz ekwiwalentów za niewykorzystany urlop wypoczynkowy dla osób zajmujących kierownicze stanowiska państwowe, dla pracowników jednostek organizacyjnych stanowiących wyodrębnioną część budżetową, w których średnioroczne zatrudnienie w roku poprzednim nie przekracza 50 osób, wraz z pochodnymi od wynagrodzeń.;21;0;0;5217;0;0;0;0;5217
83-758-18-019;83-758-18;d;19;83;Podrozdział 19;Budowa, modernizacja i utrzymanie przejść granicznych (w tym na sfinansowanie zobowiązań wynikających z umów dwustronnych dotyczących przejść granicznych) oraz utrzymanie obiektów pozostałych po przejściach granicznych na wewnętrznych granicach Schengen;22;0;0;30000;21000;0;0;0;51000
83-758-18-020;83-758-18;d;20;83;Podrozdział 20;Środki na realizację Oświęcimskiego Strategicznego Programu Rządowego - III Etap 2007-2011;23;100;0;0;7223;0;0;0;7323
83-758-18-021;83-758-18;d;21;83;Podrozdział 21;Wydatki finansowane ze zwrotów niewykorzystanych środków kredytowych z Międzynarodowych Instytucji Finansowych;24;0;0;5000;0;0;0;0;5000
83-758-18-022;83-758-18;d;22;83;Podrozdział 22;Dotacje celowe na finansowanie lub dofinansowanie zadań z zakresu pomocy społecznej;25;251970;0;0;0;0;0;0;251970
83-758-18-023;83-758-18;d;23;83;Podrozdział 23;Dofinansowanie Narodowego Programu Stypendialnego, w tym wyprawka szkolna;26;505000;0;0;0;0;0;0;505000
83-758-18-024;83-758-18;d;24;83;Podrozdział 24;"Środki na realizację programu ""Pomoc państwa w zakresie dożywiania""";27;200000;0;0;0;0;0;0;200000
83-758-18-025;83-758-18;d;25;83;Podrozdział 25;Środki na finansowanie lub dofinansowanie zadań wynikających z ustawy o przeciwdziałaniu przemocy w rodzinie;28;3376;0;0;0;0;0;0;3376
83-758-18-026;83-758-18;d;26;83;Podrozdział 26;Środki na informatyzację oraz upowszechnianie szerokopasmowego dostępu do Internetu;29;2000;0;28500;0;0;0;0;30500
83-758-18-027;83-758-18;d;27;83;Podrozdział 27;Środki na realizację ustawy o zadośćuczynieniu rodzinom ofiar zbiorowych wystąpień wolnościowych w latach 1956-1989;30;0;0;8000;0;0;0;0;8000
83-758-18-028;83-758-18;d;28;83;Podrozdział 28;Implementacja polskiego programu współpracy na rzecz rozwoju oraz wsparcie międzynarodowej współpracy na rzecz demokracji i społeczeństwa obywatelskiego, w tym 9 mln zł na Partnerstwo Wschodnie oraz 2,4 mln zł na dofinansowanie Specjalistycznych Studiów Wschodnich Uniwersytetu Warszawskiego;31;0;0;129000;0;0;0;0;129000
83-758-18-029;83-758-18;d;29;83;Podrozdział 29;Zwrot gminom utraconych dochodów w związku ze zwolnieniem z podatku od nieruchomości w parkach narodowych i rezerwatach przyrody oraz w związku ze zwolnieniem z podatków: rolnego, od nieruchomości, leśnego przedsiębiorców o statusie centrum badawczo - rozwojowego, a także na uzupełnienie części rekompensującej subwencji ogólnej na wyrównanie ubytku dochodów w specjalnych strefach ekonomicznych;32;10000;0;0;0;0;0;0;10000
83-758-18-030;83-758-18;d;30;83;Podrozdział 30;Środki na realizację ustawy o służbie zastępczej;33;500;0;0;0;0;0;0;500
83-758-18-031;83-758-18;d;31;83;Podrozdział 31;Programy wsparcia finansowego inwestycji;34;0;0;42000;28000;0;0;0;70000
83-758-18-032;83-758-18;d;32;83;Podrozdział 32;Środki na uzupełnienie dotacji delowych na realizację świadczeń rodzinnych i świadczenia z funduszu alimentacyjnego oraz na opłacenie składki na ubezpieczenie zdrowotne za osoby pobierające niektóre świadczenia rodzinne;35;345980;0;0;0;0;0;0;345980
83-758-18-033;83-758-18;d;33;83;Podrozdział 33;Ubezpieczenie upraw rolnych i zwierząt gospodarskich;36;0;0;100000;0;0;0;0;100000
83-758-18-034;83-758-18;d;34;83;Podrozdział 34;"Środki na realizację rządowego programu ograniczania przestępczości i aspołecznych zachowań ""Razem bezpieczniej""";37;3000;0;0;0;0;0;0;3000
83-758-18-035;83-758-18;d;35;83;Podrozdział 35;Bezpieczna i przyjazna szkoła;38;6000;0;0;0;0;0;0;6000
83-758-18-036;83-758-18;d;36;83;Podrozdział 36;Środki na dofinansowanie zadań realizowanych przez zespoły do spraw orzekania o niepełnosprawności;39;2222;0;1528;0;0;0;0;3750
83-758-18-037;83-758-18;d;37;83;Podrozdział 37;Fundusz Inicjatyw Obywatelskich;40;60000;0;0;0;0;0;0;60000
83-758-18-038;83-758-18;d;38;83;Podrozdział 38;Dofinansowanie zadań związanych z Euro2012;41;0;0;0;70000;0;0;0;70000
83-758-18-039;83-758-18;d;39;83;Podrozdział 39;Uzupełnienie wydatków na gospodarkę nieruchomościami;42;27000;0;0;0;0;0;0;27000
83-758-18-040;83-758-18;d;40;83;Podrozdział 40;Środki dla samorządowych kolegiów odwoławczych;43;0;0;2538;0;0;0;0;2538
83-758-18-041;83-758-18;d;41;83;Podrozdział 41;Uzupełnienie środków na realizację Narodowego Spisu Powszechnego Ludnosci i Mieszkań 2011 i opracowanie wyników Powszechnego Spisu Rolnego 2010;44;0;0;10000;0;0;0;0;10000
83-758-18-042;83-758-18;d;42;83;Podrozdział 42;Pomoc cudzoziemncom zapewniającym poprawę poziomu bezpieczeństwa żołnierzy i funkcjonariuszy poza granicami kraju;45;0;0;1000;0;0;0;0;1000
83-758-18-043;83-758-18;d;43;83;Podrozdział 43;"Dofinansowanie zadań wynikających z obniżenia wieku szkolnego - środki na realizację programu ""Radosna szkoła""";46;150000;0;0;0;0;0;0;150000
83-758-18-044;83-758-18;d;44;83;Podrozdział 44;Dofinansowanie zadań własnych jednostek samorządu terytorialnego;47;0;0;0;440000;0;0;0;440000
83-758-18-045;83-758-18;d;45;83;Podrozdział 45;Wspieranie zwalczania przemytu i podrabiania wyrobów tytoniowych;48;0;0;0;6295;0;0;0;6295
83-758-18-046;83-758-18;d;46;83;Podrozdział 46;Wsparcie działań w zakresie przekształceń samodzielnych publicznych zakładów opieki zdrowotnej oraz wsparcie jednostek samorządu terytorialnego w działaniach stabilizujących system ochrony zdrowia;49;671000;0;8000;297000;0;0;0;976000
83-758-18-047;83-758-18;d;47;83;Podrozdział 47;Narodowy Program Przebudowy Dróg Lokalnych 2008-2011;50;0;0;0;1000000;0;0;0;1000000
83-758-18-048;83-758-18;d;48;83;Podrozdział 48;Przygotowanie, obsługa i sprawowanie przewodnictwa Polski w Radzie UE w II połowie 2011 r.;51;0;0;17502;15452;0;0;0;32954
83-758-18-049;83-758-18;d;49;83;Podrozdział 49;"Środki na realizację ""Programu modernizacji Policji, Straży Granicznej, Państwowej Straży Pożarnej i Biura Ochrony Rządu w latach 2007-2011"" przez jednostki organizacyjne Państwowej Straży Pożarnej";52;0;0;0;12500;0;0;0;12500
83-758-18-050;83-758-18;d;50;83;Podrozdział 50;Podwyższenie wynagrodzeń nauczycieli zatrudnionych w szkołach i placówkach oświatowych prowadzonych przez organy administracji rządowej;53;0;0;26252;0;0;0;0;26252
83-758-18-051;83-758-18;d;51;83;Podrozdział 51;Utrzymanie urządzeń melioracji wodnych podstawowych i wód istotnych dla regulacji stosunków wodnych na potrzeby rolnictwa, w tym 6000 tys. zł dla spółek wodnych na realizację zadań z zakresu utrzymania melioracji wodnych szczegółowych;54;210000;0;0;0;0;0;0;210000
83-758-18-052;83-758-18;d;52;83;Podrozdział 52;Zwrot części wydatków wykonanych w ramach funduszu sołeckiego w 2010 r.;55;54000;0;0;0;0;0;0;54000
83-758-18-053;83-758-18;d;53;83;Podrozdział 53;Podniesienie ulgi na przewozy dla studentów do 51% oraz podniesienie ulgi dla niewidomych;56;80000;0;0;0;0;0;0;80000
83-758-18-054;83-758-18;d;54;83;Podrozdział 54;Skutki zmian systemowych wynikających z art. 94 ustawy Przepisy wprowadzające ustawę o finansach publicznych w tym sfinansowanie wynagrodzeń wraz z pochodnymi;57;0;0;1004788;0;0;0;0;1004788
83-758-18-055;83-758-18;d;55;83;Podrozdział 55;Budowa Polskiego Ośrodka Szkoleniowego Ratownictwa Morskiego w Szczecinie;58;0;0;0;5500;0;0;0;5500
83-758-18-056;83-758-18;d;56;83;Podrozdział 56;Dofinansowanie zadań z zakresu ochrony środowiska i gospodarki wodnej;59;0;0;485390;0;0;0;0;485390
83-758-18-057;83-758-18;d;57;83;Podrozdział 57;Uzupełnienie wydatków Głównego Urzędu Miar w związku z realizacją nowego zadania polegającego na badaniu kas rejestrujących;60;0;0;2000;0;0;0;0;2000
83-758-18-058;83-758-18;d;58;83;Podrozdział 58;Opłaty dotyczące czarteru samolotów zewnętrznych;61;0;0;7970;0;0;0;0;7970
83-758-18-059;83-758-18;d;59;83;Podrozdział 59;Środki na utworzenie Centrum Polsko-Rosyjskiego Dialogu i Porozumienia;62;3000;0;0;0;0;0;0;3000
83-758-18-060;83-758-18;d;60;83;Podrozdział 60;Uzupełnienie wydatków na realizację ustawy o dowodach osobistych;63;0;0;41326;0;0;0;0;41326
83-758-18-061;83-758-18;d;61;83;Podrozdział 61;Ochrona odbiorcy wrażliwego energii elektrycznej;64;0;0;130000;0;0;0;0;130000
83-758-18-062;83-758-18;d;62;83;Podrozdział 62;Środki na dofinansowanie i finansowanie zadań wynikających z ustawy o wspieraniu rodziny i systemie pieczy zastępczej;65;40000;0;0;0;0;0;0;40000
83-758-18-063;83-758-18;d;63;83;Podrozdział 63;Środki na realizację zadań wynikających z ustawy o opiece nad dziećmi w wieku do lat 3;66;40000;0;11000;0;0;0;0;51000
83-758-18-064;83-758-18;d;64;83;Podrozdział 64;Kontynuacja prac rewaloryzacyjno-remontowych zespołu budynków klasztornych w Supraślu;67;0;0;0;1200;0;0;0;1200
83-758-18-065;83-758-18;d;65;83;Podrozdział 65;Środki dla Zamku Królewskiego w Warszawie w związku z przewodnictwem Polski w Radzie UE w II połowie 2011 r.;68;0;0;0;6790;0;0;0;6790
83-758-18-066;83-758-18;d;66;83;Podrozdział 66;Finansowanie Wyższego Prawosławnego Seminarium w Warszawie;69;450;0;0;0;0;0;0;450
83-758-18-067;83-758-18;d;67;83;Podrozdział 67;Dofinansowanie obchodów uroczystości wydarzeń niepodległościowych roku 1981;70;1000;0;0;0;0;0;0;1000
84;;a;84;84;Część 84;Środki włase Unii Europejskiej;1;0;0;0;0;0;15656425;0;15656425
84-758;84;b;758;84;Dział 758;Różne rozliczenia;2;0;0;0;0;0;15656425;0;15656425
84-758-50;84-758;c;75850;84;Rozdział 75850;Rozliczenia z budżetem ogólnym Unii Europejskiej z tytułu środków własnych;3;0;0;0;0;0;15656425;0;15656425
85;;a;85;85;Część 85;Budżety wojewodów ogółem;1;18902166;24451;2793045;316044;0;0;306856;22342562
85-010;85;b;10;85;Dział 10;Rolnictwo i łowiectwo;2;299084;843;497601;111421;0;0;211301;1120250
85-010-02;85-010;c;1002;85;Rozdział 1002;Wojewódzkie ośrodki doradztwa rolniczego;3;154471;0;0;0;0;0;0;154471
85-010-05;85-010;c;1005;85;Rozdział 1005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;4;14499;0;319;902;0;0;16441;32161
85-010-08;85-010;c;1008;85;Rozdział 1008;Melioracje wodne;5;126063;0;0;103258;0;0;103280;332601
85-010-09;85-010;c;1009;85;Rozdział 1009;Spółki wodne;6;3814;0;0;0;0;0;0;3814
85-010-22;85-010;c;1022;85;Rozdział 1022;Zwalczanie chorób zakaźnych zwierząt, badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt, produktach pochodzenia zwierzęcego;7;0;0;31492;0;0;0;0;31492
85-010-23;85-010;c;1023;85;Rozdział 1023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;8;0;73;26124;405;0;0;0;26602
85-010-32;85-010;c;1032;85;Rozdział 1032;Inspekcja Ochrony Roślin i Nasiennictwa;9;0;472;106334;1753;0;0;0;108559
85-010-33;85-010;c;1033;85;Rozdział 1033;Wojewódzkie inspektoraty weterynarii;10;0;119;106937;4295;0;0;0;111351
85-010-34;85-010;c;1034;85;Rozdział 1034;Powiatowe inspektoraty weterynarii;11;0;168;225881;808;0;0;0;226857
85-010-41;85-010;c;1041;85;Rozdział 1041;Program Rozwoju Obszarów Wiejskich 2007-2013;12;0;0;0;0;0;0;90830;90830
85-010-78;85-010;c;1078;85;Rozdział 1078;Usuwanie skutków klęsk żywiołowych;13;0;0;0;0;0;0;750;750
85-010-95;85-010;c;1095;85;Rozdział 1095;Pozostała działalność;14;237;11;514;0;0;0;0;762
85-020;85;b;20;85;Dział 20;Leśnictwo;15;240;0;0;0;0;0;0;240
85-020-01;85-020;c;2001;85;Rozdział 2001;Gospodarka leśna;16;240;0;0;0;0;0;0;240
85-050;85;b;50;85;Dział 50;Rybołówstwo i rybactwo;17;209;722;18744;267;0;0;9595;29537
85-050-03;85-050;c;5003;85;Rozdział 5003;Państwowa Straż Rybacka;18;0;722;18744;236;0;0;0;19702
85-050-11;85-050;c;5011;85;Rozdział 5011;Program Operacyjny Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013;19;209;0;0;31;0;0;9595;9835
85-150;85;b;150;85;Dział 150;Przetwórstwo przemysłowe;20;1165;0;0;0;0;0;0;1165
85-150-11;85-150;c;15011;85;Rozdział 15011;Rozwój przedsiębiorczości;21;978;0;0;0;0;0;0;978
85-150-95;85-150;c;15095;85;Rozdział 15095;Pozostała działalność;22;187;0;0;0;0;0;0;187
85-500;85;b;500;85;Dział 500;Handel;23;0;214;63266;470;0;0;0;63950
85-500-01;85-500;c;50001;85;Rozdział 50001;Inspekcja Handlowa;24;0;214;63266;470;0;0;0;63950
85-600;85;b;600;85;Dział 600;Transport i łączność;25;573994;2006;124969;124634;0;0;428;826031
85-600-03;85-600;c;60003;85;Rozdział 60003;Krajowe pasażerskie przewozy autobusowe;26;573994;0;0;0;0;0;0;573994
85-600-31;85-600;c;60031;85;Rozdział 60031;Przejścia graniczne;27;0;268;64170;120000;0;0;428;184866
85-600-55;85-600;c;60055;85;Rozdział 60055;Inspejcja Transportu Drogowego;28;0;1588;60799;4634;0;0;0;67021
85-600-95;85-600;c;60095;85;Rozdział 60095;Pozostała działalność;29;0;150;0;0;0;0;0;150
85-700;85;b;700;85;Dział 700;Gospodarka mieszkaniowa;30;36051;29;7987;3020;0;0;0;47087
85-700-05;85-700;c;70005;85;Rozdział 70005;Gospodarka gruntami nieruchomościami;31;36039;29;7982;3020;0;0;0;47070
85-700-95;85-700;c;70095;85;Rozdział 70095;Pozostała działalność;32;12;0;5;0;0;0;0;17
85-710;85;b;710;85;Dział 710;Działalność usługowa;33;211891;158;42543;1708;0;0;0;256300
85-710-02;85-710;c;71002;85;Rozdział 71002;Jednostki organizacji i nadzoru inwestycyjnego;34;0;0;33;0;0;0;0;33
85-710-04;85-710;c;71004;85;Rozdział 71004;Plany zagospodarowania przestrzennego;35;0;8;359;0;0;0;0;367
85-710-05;85-710;c;71005;85;Rozdział 71005;Prace geologiczne (nieinwestycyjne);36;376;0;0;0;0;0;0;376
85-710-12;85-710;c;71012;85;Rozdział 71012;Ośrodki dokumentacji geodezyjnej i kartograficznej;37;9830;0;0;0;0;0;0;9830
85-710-13;85-710;c;71013;85;Rozdział 71013;Prace geodezyjne i kartograficzne;38;34165;46;1363;0;0;0;0;35574
85-710-14;85-710;c;71014;85;Rozdział 71014;Opracowania geodezyjne i kartograficzne;39;5939;0;565;10;0;0;0;6514
85-710-15;85-710;c;71015;85;Rozdział 71015;Nadzór budowlany;40;153531;104;40016;1118;0;0;0;194769
85-710-35;85-710;c;71035;85;Rozdział 71035;Cmentarze;41;6633;0;150;0;0;0;0;6783
85-710-95;85-710;c;71095;85;Rozdział 71095;Pozostała działalność;42;1417;0;57;580;0;0;0;2054
85-720;85;b;720;85;Dział 720;Informatyka;43;0;2;1580;0;0;0;0;1582
85-720-01;85-720;c;72001;85;Rozdział 72001;Zakłady techniki obliczeniowej;44;0;2;1580;0;0;0;0;1582
85-730;85;b;730;85;Dział 730;Nauka;45;72;0;0;0;0;0;0;72
85-730-95;85-730;c;73095;85;Rozdział 73095;Pozostała działalność;46;72;0;0;0;0;0;0;72
85-750;85;b;750;85;Dział 750;Administracja publiczna;47;411400;1382;692601;29370;0;0;43622;1178375
85-750-11;85-750;c;75011;85;Rozdział 75011;Urzędy wojewódzkie;48;393810;1263;687508;28570;0;0;43622;1154773
85-750-18;85-750;c;75018;85;Rozdział 75018;Urzędy marszałkowskie;49;1061;0;0;0;0;0;0;1061
85-750-23;85-750;c;75023;85;Rozdział 75023;Urzędy gmin (miast i miast na prawach powiatu);50;23;0;0;0;0;0;0;23
85-750-45;85-750;c;75045;85;Rozdział 75045;Kwalifikacja wojskowa;51;15194;22;3716;0;0;0;0;18932
