ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0005-0001-0001-0002;0005-0001-0001;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0005-0001-0001-0003;0005-0001-0001;d;Dysponent;Wojewodowie;85;;0
0005-0001-0002;0005-0001;c;Podzadanie 5.1.2;Nadzór właścicielski;;;0
0005-0001-0002-0001;0005-0001-0002;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0005-0001-0002-0002;0005-0001-0002;d;Dysponent;Wojewodowie;85;;0
0005-0001-0003;0005-0001;c;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;;;0
0005-0001-0003-0001;0005-0001-0003;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0005-0001-0003-0002;0005-0001-0003;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0005-0001-0003-0003;0005-0001-0003;d;Dysponent;Wojewodowie;85;;0
0005-0001-0004;0005-0001;c;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;;;0
0005-0001-0004-0001;0005-0001-0004;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0005-0001-0004-0002;0005-0001-0004;d;Dysponent;Wojewodowie;85;;0
0005-0002;0005;b;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);;;0
0005-0002-0001;0005-0002;c;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;;;0
0005-0002-0001-0001;0005-0002-0001;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0005-0002-0001-0002;0005-0002-0001;d;Dysponent;Wojewodowie;85;;0
0005-0003;0005;b;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;;;0
0005-0003-0001;0005-0003;c;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;;;0
0005-0003-0001-0001;0005-0003-0001;d;Dysponent;Prokuratoria Generalna Skarbu Państwa;74;;0
0005-0003-0001-0002;0005-0003-0001;d;Dysponent;Wojewodowie;85;;0
0005-0003-0002;0005-0003;c;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;;;0
0005-0003-0002-0001;0005-0003-0002;d;Dysponent;Wojewodowie;85;;0
0006;;a;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;;;2352332
0006-0001;0006;b;Zadanie 6.1;Wzrost konkurencyjności gospodarki;;;1603462
0006-0001-0001;0006-0001;c;Podzadanie 6.1.1;Tworzenie warunków do zwiększania innowacyjności przedsiębiorstw;;;1407114
0006-0001-0001-0001;0006-0001-0001;d;Dysponent;Ministerstwo Gospodarki;20;;1407114
0006-0001-0002;0006-0001;c;Podzadanie 6.1.2;Tworzenie warunków dla funkcjonowania przedsiębiorstw, ze szczególnym uwzględnieniem mikro, małych i średnich przedsiębiorstw;;;171005
0006-0001-0002-0001;0006-0001-0002;d;Dysponent;Ministerstwo Gospodarki;20;;171005
0006-0001-0003;0006-0001;c;Podzadanie 6.1.3;Promocja gospodarcza Polski i umiędzynarodowienie gospodarki;;;25343
0006-0001-0003-0001;0006-0001-0003;d;Dysponent;Ministerstwo Gospodarki;20;;25343
0006-0001-0004;0006-0001;c;Podzadanie 6.1.4;System wsparcia inwestorów;;;0
0006-0001-0004-0001;0006-0001-0004;d;Dysponent;Ministerstwo Gospodarki;20;;0
0006-0002;0006;b;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;;;654907
0006-0002-0001;0006-0002;c;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;;;654907
0006-0002-0001-0001;0006-0002-0001;d;Dysponent;Ministerstwo Gospodarki;20;;654907
0006-0002-0001-0002;0006-0002-0001;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0002-0002;0006-0002;c;Podzadanie 6.2.2;Wspieranie bezpieczeństwa energetycznego;;;0
0006-0002-0002-0001;0006-0002-0002;d;Dysponent;Ministerstwo Gospodarki;20;;0
0006-0002-0002-0002;0006-0002-0002;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0002-0002-0003;0006-0002-0002;d;Dysponent;Wojewodowie;85;;0
0006-0002-0003;0006-0002;c;Podzadanie 6.2.3;Potencjał gospodarczy na rzecz bezpieczeństwa państwa;;;0
0006-0002-0003-0001;0006-0002-0003;d;Dysponent;Ministerstwo Gospodarki;20;;0
0006-0002-0003-0002;0006-0002-0003;d;Dysponent;Wojewodowie;85;;0
0006-0003;0006;b;Zadanie 6.3;Wspieranie rozwoju i regulacja rynku telekomunikacyjnego i pocztowego;;;4695
0006-0003-0001;0006-0003;c;Podzadanie 6.3.1;Regulacja rynku usług telekomunikacyjnych i pocztowych;;;4695
0006-0003-0001-0001;0006-0003-0001;d;Dysponent;Ministerstwo Infrastruktury;26;;259
0006-0003-0001-0002;0006-0003-0001;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;4436
0006-0003-0002;0006-0003;c;Podzadanie 6.3.2;Finansowe wspieranie operatorów w zakresie realizacji obowiązku świadczenia powszechnych usług pocztowych;;;0
0006-0003-0002-0001;0006-0003-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;0
0006-0004;0006;b;Zadanie 6.4;Wsparcie i promocja turystyki;;;84456
0006-0004-0001;0006-0004;c;Podzadanie 6.4.1;Kreowanie polityki w obszarze turystyki;;;0
0006-0004-0001-0001;0006-0004-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0006-0004-0002;0006-0004;c;Podzadanie 6.4.2;Wsparcie produktów turystycznych;;;84456
0006-0004-0002-0001;0006-0004-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;84456
0006-0004-0002-0002;0006-0004-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0006-0004-0003;0006-0004;c;Podzadanie 6.4.3;Tworzenie i wspieranie systemu marketingu w turystyce;;;0
0006-0004-0003-0001;0006-0004-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0006-0004-0004;0006-0004;c;Podzadanie 6.4.4;Podnoszenie jakości usług turystycznych;;;0
0006-0004-0004-0001;0006-0004-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0006-0004-0004-0002;0006-0004-0004;d;Dysponent;Wojewodowie;85;;0
0006-0005;0006;b;Zadanie 6.5;Wykonywanie czynności z dziedziny metrologii, probiernictwa i kas rejestrujących;;;0
0006-0005-0001;0006-0005;c;Podzadanie 6.5.1;Wykonywanie czynności z dziedziny metrologii na potrzeby podmiotów funkcjonujących w gospodarce;;;0
0006-0005-0001-0001;0006-0005-0001;d;Dysponent;Główny Urząd Miar;64;;0
0006-0005-0002;0006-0005;c;Podzadanie 6.5.2;Badanie i cechowanie wyrobów z metali szlachetnych oraz nadzór nad obrotem tymi wyrobami;;;0
0006-0005-0002-0001;0006-0005-0002;d;Dysponent;Główny Urząd Miar;64;;0
0006-0005-0003;0006-0005;c;Podzadanie 6.5.3;Wykonywanie czynności z zakresu kas rejestrujących na potrzeby podmiotów funkcjonujących w gospodarce;;;0
0006-0005-0003-0001;0006-0005-0003;d;Dysponent;Główny Urząd Miar;64;;0
0006-0006;0006;b;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony oraz praw własności intelektualnej;;;1562
0006-0006-0001;0006-0006;c;Podzadanie 6.6.1;Prawa wyłączne;;;0
0006-0006-0001-0001;0006-0006-0001;d;Dysponent;Urząd Patentowy RP;61;;0
0006-0006-0002;0006-0006;c;Podzadanie 6.6.2;Upowszechnianie i promowanie ochrony własności przemysłowej oraz współpraca międzynarodowa;;;718
0006-0006-0002-0001;0006-0006-0002;d;Dysponent;Urząd Patentowy RP;61;;718
0006-0006-0003;0006-0006;c;Podzadanie 6.6.3;Ochrona rynku przed przemytem towarów oraz obszaru celnego przed napływem towarów o znaczeniu strategicznym i innych mogących grozić bezpieczeństwu państwa;;;844
0006-0006-0003-0001;0006-0006-0003;d;Dysponent;Ministerstwo Finansów;19;;844
0006-0007;0006;b;Zadanie 6.7;Organizacja i promocja działalności normalizacyjnej;;;0
0006-0007-0001;0006-0007;c;Podzadanie 6.7.1;Organizowanie działalności normalizacyjnej łącznie z realizacją zadań wynikających z członkostwa w Unii Europejskiej;;;0
0006-0007-0001-0001;0006-0007-0001;d;Dysponent;Polski Komitet Normalizacyjny;65;;0
0006-0007-0002;0006-0007;c;Podzadanie 6.7.2;Propagowanie informacji normalizacyjnej;;;0
0006-0007-0002-0001;0006-0007-0002;d;Dysponent;Polski Komitet Normalizacyjny;65;;0
0006-0008;0006;b;Zadanie 6.8;Nadzór nad rynkiem energii;;;0
0006-0008-0001;0006-0008;c;Podzadanie 6.8.1;Regulacja działania przedsiębiorstw energetycznych w obszarach niekonkurencyjnych i reglamentowanych;;;0
0006-0008-0001-0001;0006-0008-0001;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0008-0002;0006-0008;c;Podzadanie 6.8.2;Promowanie konkurencji na rynku energii;;;0
0006-0008-0002-0001;0006-0008-0002;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0008-0003;0006-0008;c;Podzadanie 6.8.3;Realizacja polityki regulacyjnej z uwzględnieniem ochrony środowiska;;;0
0006-0008-0003-0001;0006-0008-0003;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0008-0004;0006-0008;c;Podzadanie 6.8.4;Współpraca w integracji rynku europejskiego;;;0
0006-0008-0004-0001;0006-0008-0004;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0009;0006;b;Zadanie 6.9;Nadzór i kontrola nad zakładami górniczymi oraz zakładami wykonującymi roboty geologiczne;;;0
0006-0009-0001;0006-0009;c;Podzadanie 6.9.1;Nadzór i kontrola nad bezpieczeństwem, higieną pracy i ochroną zdrowia;;;0
0006-0009-0001-0001;0006-0009-0001;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0006-0009-0002;0006-0009;c;Podzadanie 6.9.2;Nadzór i kontrola nad bezpieczeństwem wyrobów przeznaczonych do stosowania w zakładach górniczych;;;0
0006-0009-0002-0001;0006-0009-0002;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0006-0009-0003;0006-0009;c;Podzadanie 6.9.3;Nadzór i kontrola nad zagospodarowaniem przestrzennym, ochroną środowiska i gospodarką złożem;;;0
0006-0009-0003-0001;0006-0009-0003;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0006-0009-0004;0006-0009;c;Podzadanie 6.9.4;Nadzór i kontrola nad projektowaniem, budową, utrzymaniem i rozbiórką obiektów budowlanych zakładów górniczych;;;0
0006-0009-0004-0001;0006-0009-0004;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0006-0010;0006;b;Zadanie 6.10;Statystyka publiczna;;;3250
0006-0010-0001;0006-0010;c;Podzadanie 6.10.1;Organizowanie i realizacja badań statystycznych;;;2116
0006-0010-0001-0001;0006-0010-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0006-0010-0001-0002;0006-0010-0001;d;Dysponent;Ministerstwo Zdrowia;46;;0
0006-0010-0001-0003;0006-0010-0001;d;Dysponent;Urząd Regulacji Energetyki;50;;0
0006-0010-0001-0004;0006-0010-0001;d;Dysponent;Główny Urząd Statystyczny;58;;2116
0006-0010-0002;0006-0010;c;Podzadanie 6.10.2;Przeprowadzanie spisów powszechnych;;;0
0006-0010-0002-0001;0006-0010-0002;d;Dysponent;Główny Urząd Statystyczny;58;;0
0006-0010-0003;0006-0010;c;Podzadanie 6.10.3;Analizy, opracowywanie, udostępnianie i upowszechnianie wyników informacji statystycznych;;;624
0006-0010-0003-0001;0006-0010-0003;d;Dysponent;Główny Urząd Statystyczny;58;;624
0006-0010-0004;0006-0010;c;Podzadanie 6.10.4;Prowadzenie krajowych rejestrów urzędowych;;;510
0006-0010-0004-0001;0006-0010-0004;d;Dysponent;Główny Urząd Statystyczny;58;;510
0006-0011;0006;b;Zadanie 6.11;Nadzór nad bezpieczeństwem jądrowym i ochroną radiologiczną;;;0
0006-0011-0001;0006-0011;c;Podzadanie 6.11.1;Nadzór nad spełnieniem warunków bezpieczeństwa jądrowego i ochrony radiologicznej w działalnościach związanych z pokojowym wykorzystaniem energii atomowej;;;0
0006-0011-0001-0001;0006-0011-0001;d;Dysponent;Państwowa Agencja Atomistyki;68;;0
0006-0011-0002;0006-0011;c;Podzadanie 6.11.2;Ocena sytuacji radiacyjnej kraju;;;0
0006-0011-0002-0001;0006-0011-0002;d;Dysponent;Państwowa Agencja Atomistyki;68;;0
0006-0011-0003;0006-0011;c;Podzadanie 6.11.3;Wypełnianie zobowiązań międzynarodowych Polski;;;0
0006-0011-0003-0001;0006-0011-0003;d;Dysponent;Państwowa Agencja Atomistyki;68;;0
0006-0012;0006;b;Zadanie 6.12;Ochrona konkurencji i konsumentów;;;0
0006-0012-0001;0006-0012;c;Podzadanie 6.12.1;Ochrona konkurencji;;;0
0006-0012-0001-0001;0006-0012-0001;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0006-0012-0001-0002;0006-0012-0001;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;0
0006-0012-0002;0006-0012;c;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;;;0
0006-0012-0002-0001;0006-0012-0002;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0006-0012-0002-0002;0006-0012-0002;d;Dysponent;Wojewodowie;85;;0
0006-0012-0003;0006-0012;c;Podzadanie 6.12.3;Pomoc publiczna;;;0
0006-0012-0003-0001;0006-0012-0003;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0006-0012-0004;0006-0012;c;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;;;0
0006-0012-0004-0001;0006-0012-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0006-0012-0004-0002;0006-0012-0004;d;Dysponent;Wojewodowie;85;;0
0006-0012-0005;0006-0012;c;Podzadanie 6.12.5;System oceny zgodności;;;0
0006-0012-0005-0001;0006-0012-0005;d;Dysponent;Urząd Komunikacji Elektronicznej;76;;0
0007;;a;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;;;84416
0007-0001;0007;b;Zadanie 7.1;Wspieranie budownictwa;;;0
0007-0001-0001;0007-0001;c;Podzadanie 7.1.1;Termomodernizacja i remonty zasobów mieszkaniowych;;;0
0007-0001-0001-0001;0007-0001-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0001-0002;0007-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0007-0001-0002;0007-0001;c;Podzadanie 7.1.2;Budownictwo mieszkaniowe;;;0
0007-0001-0002-0001;0007-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0003;0007-0001;c;Podzadanie 7.1.3;Realizacja zobowiązań państwa z okresu transformacji gospodarczej;;;0
0007-0001-0003-0001;0007-0001-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0001-0004;0007-0001;c;Podzadanie 7.1.4;Rynek budowlany;;;0
0007-0001-0004-0001;0007-0001-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0002;0007;b;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;;;0
0007-0002-0001;0007-0002;c;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;;;0
0007-0002-0001-0001;0007-0002-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0002-0001-0002;0007-0002-0001;d;Dysponent;Wojewodowie;85;;0
0007-0002-0002;0007-0002;c;Podzadanie 7.2.2;Gospodarka nieruchomościami;;;0
0007-0002-0002-0001;0007-0002-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0003;0007;b;Zadanie 7.3;Geodezja i kartografia;;;84416
0007-0003-0001;0007-0003;c;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;;;0
0007-0003-0001-0001;0007-0003-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;0
0007-0003-0001-0002;0007-0003-0001;d;Dysponent;Wojewodowie;85;;0
0007-0003-0002;0007-0003;c;Podzadanie 7.3.2;Prowadzenie państwowego zasobu geodezyjnego i kartograficznego;;;27616
0007-0003-0002-0001;0007-0003-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;27616
0007-0003-0002-0002;0007-0003-0002;d;Dysponent;Wojewodowie;85;;0
0007-0003-0003;0007-0003;c;Podzadanie 7.3.3;Budowa infrastruktury informacji przestrzennej;;;56800
0007-0003-0003-0001;0007-0003-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;56800
0007-0003-0003-0002;0007-0003-0003;d;Dysponent;Wojewodowie;85;;0
0007-0004;0007;b;Zadanie 7.4;Nadzór budowlany;;;0
0007-0004-0001;0007-0004;c;Podzadanie 7.4.1;Kontrola procesu budowlanego;;;0
0007-0004-0001-0001;0007-0004-0001;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0001-0002;0007-0004-0001;d;Dysponent;Wojewodowie;85;;0
0007-0004-0002;0007-0004;c;Podzadanie 7.4.2;Nadzór nad rynkiem wyrobów budowlanych;;;0
0007-0004-0002-0001;0007-0004-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0002-0002;0007-0004-0002;d;Dysponent;Wojewodowie;85;;0
0007-0004-0003;0007-0004;c;Podzadanie 7.4.3;Orzecznictwo administracyjne;;;0
0007-0004-0003-0001;0007-0004-0003;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0007-0004-0003-0002;0007-0004-0003;d;Dysponent;Wojewodowie;85;;0
0008;;a;FUNKCJA 8;KULTURA FIZYCZNA;;;0
0008-0001;0008;b;Zadanie 8.1;Promowanie i wspieranie rozwoju sportu dla wszystkich;;;0
0008-0001-0001;0008-0001;c;Podzadanie 8.1.1;Upowszechnianie sportu w społeczeństwie;;;0
0008-0001-0001-0001;0008-0001-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0001-0002;0008-0001;c;Podzadanie 8.1.2;Wspieranie działań promujących sport i jego rozwój;;;0
0008-0001-0002-0001;0008-0001-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002;0008;b;Zadanie 8.2;Wspieranie sportu wyczynowego;;;0
0008-0002-0001;0008-0002;c;Podzadanie 8.2.1;Wspieranie działań związków sportowych i innych organizacji funkcjonujących w obszarze sportu;;;0
0008-0002-0001-0001;0008-0002-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0002-0002;0008-0002;c;Podzadanie 8.2.2;Wspieranie nauki, medycyny i ochrony integralności sportu;;;0
0008-0002-0002-0001;0008-0002-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003;0008;b;Zadanie 8.3;Wspieranie rozwoju infrastruktury sportowej;;;0
0008-0003-0001;0008-0003;c;Podzadanie 8.3.1;Wspieranie rozwoju infrastruktury w sporcie powszechnym;;;0
0008-0003-0001-0001;0008-0003-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0002;0008-0003;c;Podzadanie 8.3.2;Wspieranie rozwoju infrastruktury w sporcie wyczynowym;;;0
0008-0003-0002-0001;0008-0003-0002;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0003;0008-0003;c;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;;;0
0008-0003-0003-0001;0008-0003-0003;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0003-0003-0002;0008-0003-0003;d;Dysponent;Wojewodowie;85;;0
0008-0004;0008;b;Zadanie 8.4;Współorganizacja Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012;;;0
0008-0004-0001;0008-0004;c;Podzadanie 8.4.1;Przygotowania Polski do współorganizacji Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012;;;0
0008-0004-0001-0001;0008-0004-0001;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0008-0004-0001-0002;0008-0004-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0008-0004-0001-0003;0008-0004-0001;d;Dysponent;Wojewodowie;85;;0
0009;;a;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;;;0
0009-0001;0009;b;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;;;0
0009-0001-0001;0009-0001;c;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;;;0
0009-0001-0001-0001;0009-0001-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0001-0001-0002;0009-0001-0001;d;Dysponent;Wojewodowie;85;;0
0009-0001-0002;0009-0001;c;Podzadanie 9.1.2;Restytucja dóbr kultury;;;0
0009-0001-0002-0001;0009-0001-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002;0009;b;Zadanie 9.2;Ochrona dziedzictwa narodowego;;;0
0009-0002-0001;0009-0002;c;Podzadanie 9.2.1;Utrzymywanie muzeów;;;0
0009-0002-0001-0001;0009-0002-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0001-0002;0009-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0009-0002-0001-0003;0009-0002-0001;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0009-0002-0002;0009-0002;c;Podzadanie 9.2.2;Ochrona Polskiego dziedzictwa kulturowego za granicą;;;0
0009-0002-0002-0001;0009-0002-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0003;0009-0002;c;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;;;0
0009-0002-0003-0001;0009-0002-0003;d;Dysponent;Kancelaria Prezydenta RP;01;;0
0009-0002-0003-0002;0009-0002-0003;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0003-0003;0009-0002-0003;d;Dysponent;Wojewodowie;85;;0
0009-0002-0004;0009-0002;c;Podzadanie 9.2.4;Dokumentowanie, rejestrowanie i ewidencjonowanie zabytków oraz dóbr kultury;;;0
0009-0002-0004-0001;0009-0002-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0004-0002;0009-0002-0004;d;Dysponent;Wojewodowie;85;;0
0009-0002-0005;0009-0002;c;Podzadanie 9.2.5;Utrzymywanie i powiększanie zasobów archiwalnych oraz zbiorów bibliotecznych, filmowych i audiowizulanych;;;0
0009-0002-0005-0001;0009-0002-0005;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0002-0005-0002;0009-0002-0005;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0009-0002-0005-0003;0009-0002-0005;d;Dysponent;Ministerstwo Zdrowia;46;;0
0009-0003;0009;b;Zadanie 9.3;Działalność artystyczna, upowszechniająca i promująca kulturę polską w kraju i zagranicą;;;0
0009-0003-0001;0009-0003;c;Podzadanie 9.3.1;Wspieranie działalności artystycznej, upowszechniającej i promującej kulturę polską;;;0
0009-0003-0001-0001;0009-0003-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0003-0002;0009-0003;c;Podzadanie 9.3.2;Wspieranie kinematografii;;;0
0009-0003-0002-0001;0009-0003-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004;0009;b;Zadanie 9.4;Budowa i modernizacja infrastruktury kultury;;;0
0009-0004-0001;0009-0004;c;Podzadanie 9.4.1;Budowa obiektów;;;0
0009-0004-0001-0001;0009-0004-0001;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004-0001-0002;0009-0004-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0009-0004-0002;0009-0004;c;Podzadanie 9.4.2;Modernizacja i wyposażanie obiektów;;;0
0009-0004-0002-0001;0009-0004-0002;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0009-0004-0002-0002;0009-0004-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0010;;a;FUNKCJA 10;NAUKA POLSKA;;;1311589
0010-0001;0010;b;Zadanie 10.1;Prowadzenie badań naukowych oraz rozbudowa infrastruktury nauki polskiej;;;21327
0010-0001-0001;0010-0001;c;Podzadanie 10.1.1;Wspieranie badań naukowych;;;21327
0010-0001-0001-0001;0010-0001-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;21327
0010-0001-0001-0002;0010-0001-0001;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0010-0001-0001-0003;0010-0001-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;67;;0
0010-0001-0002;0010-0001;c;Podzadanie 10.1.2;Rozbudowa infrastruktury badawczej nauki polskiej;;;0
0010-0001-0002-0001;0010-0001-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0002;0010;b;Zadanie 10.2;Wzmocnienie badań naukowych służących praktycznym zastosowaniom;;;1290262
0010-0002-0001;0010-0002;c;Podzadanie 10.2.1;Wsparcie badań stosowanych i prac rozwojowych;;;1287205
0010-0002-0001-0001;0010-0002-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;1287205
0010-0002-0001-0002;0010-0002-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0010-0002-0001-0003;0010-0002-0001;d;Dysponent;Ministerstwo Zdrowia;46;;0
0010-0002-0002;0010-0002;c;Podzadanie 10.2.2;Rozbudowa infrastruktury służącej praktycznym zastosowaniom;;;3057
0010-0002-0002-0001;0010-0002-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;3057
0010-0003;0010;b;Zadanie 10.3;Upowszechnianie, promocja oraz popularyzacja nauki;;;0
0010-0003-0001;0010-0003;c;Podzadanie 10.3.1;Wspieranie działalności Polskiej Akademii Nauk;;;0
0010-0003-0001-0001;0010-0003-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;67;;0
0010-0003-0002;0010-0003;c;Podzadanie 10.3.2;Poszerzanie wiedzy o nauce polskiej oraz wzbogacanie kultury narodowej;;;0
0010-0003-0002-0001;0010-0003-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;0
0010-0003-0002-0002;0010-0003-0002;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;67;;0
0011;;a;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;;;0
0011-0001;0011;b;Zadanie 11.1;Utrzymanie zdolności obronnych;;;0
0011-0001-0001;0011-0001;c;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;;;0
0011-0001-0001-0001;0011-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0011-0001-0001-0002;0011-0001-0001;d;Dysponent;Wojewodowie;85;;0
0011-0001-0002;0011-0001;c;Podzadanie 11.1.2;Utrzymanie zdolności operacyjnych Sił Powietrznych;;;0
0011-0001-0002-0001;0011-0001-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
