"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIS.12.01.00-00-248/08-01";"Uruchomienie szpitalnego oddziału ratunkowego wraz z budową heliportu w Wojewódzkim Szpitalu Specjalistycznym w Legnicy";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Dolnośląskie";"";"";"10,584,896.47";"9,821,585.49";"8,348,347.66";"8,348,347.66";"Wojewódzki Szpital Specjalistyczny w Legnicy";"6912204853";"59-220";"Legnica";"Dolnośląskie";"Powiat legnicki / Powiat m. Legnica";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-248/08-07";"Nie";"2011/02/18";"2011/02/18"
"POIS.12.01.00-00-270/08-02";"Zwiększenie dostępności i jakości specjalistycznych świadczeń zdrowotnych w szpitalnym  oddziale ratunkowym  Zespołu Opieki Zdrowotnej z siedzibą w Strzelcach Opolskich poprzez rozbudowę obiektu i zakup nowej specjalistycznej aparatury.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Opolskie";"";"";"7,037,530.00";"5,597,480.00";"4,757,850.00";"4,757,850.00";"Zespół Opieki Zdrowotnej";"7561747987";"47-100";"Strzelce Opolskie";"Opolskie";"Powiat strzelecki";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-270/08-07";"Nie";"2011/01/31";"2011/01/31"
"POIS.12.01.00-00-300/08-02";"Przebudowa z rozbudową Szpitalnego Oddziału Ratunkowego wraz z zakupem wyrobów medycznych.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Zachodniopomorskie";"";"";"21,967,984.00";"18,006,544.30";"15,305,562.65";"15,305,562.65";"Szpital Wojewódzki im. Mikołaja Kopernika w Koszalinie";"6691044410";"75-581";"Koszalin";"Zachodniopomorskie";"Powiat m. Koszalin";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/03/01";"2011/03/01"
"POIS.12.01.00-00-331/08-01";"Poprawa jakości systemu ratownictwa medycznego poprzez modernizację Szpitalnego Oddziału Ratunkowego w Szpitalu Wojewódzkim w Suwałkach";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Podlaskie";"";"";"11,003,061.98";"11,003,061.98";"9,352,602.68";"9,352,602.68";"Samodzielny Publiczny Szpital Wojewódzki ";"8441786376";"16-400";"Suwałki";"Podlaskie";"Powiat m. Suwałki / Powiat suwalski";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-331/08-03";"Nie";"2011/03/11";"2011/03/14"
"POIS.12.01.00-00-333/08-02";"Poprawa jakości systemu ratownictwa medycznego poprzez modernizację Szpitalnego Oddziału Ratunkowego w Szpitalu Wojewódzkim w Łomży";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.01.00";"";"Podlaskie";"";"";"2,817,283.49";"2,817,283.49";"2,394,690.96";"2,394,690.96";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Wojewódzki imienia Kardynała Stefana Wyszyńskiego ";"7181689321";"18-404";"Łomża";"Podlaskie";"Powiat m. Łomża";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.01.00-00-333/08-07";"Nie";"2011/02/24";"2011/02/24"
"POIS.12.02.00-00-008/08-01";"Poprawa diagnostyki obrazowej w 4 Wojskowym Szpitalu Klinicznym we Wrocławiu.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Dolnośląskie";"";"";"9,886,019.35";"9,876,019.35";"8,394,616.44";"8,394,616.44";"4 Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu";"8992228956";"50-981";"Wrocław";"";"";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"";"";"2011/01/31";"2011/02/03"
"POIS.12.02.00-00-041/08-01";"Zakup i instalacja SPECT-CT oraz modernizacja ośrodka medycyny nuklearnej w Oddziale Klinicznym Endokrynologii Szpitala Uniwersyteckiego w Krakowie.";"Program Operacyjny Infrastruktura i Środowisko";"POIS.12.00.00";"POIS.12.02.00";"";"Małopolskie";"";"";"7,224,699.75";"7,212,005.65";"7,212,005.65";"6,130,204.80";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital Uniwersytecki w Krakowie";"6751199442";"31-501";"Kraków";"Małopolskie";"Powiat m. Kraków";"76 Infrastruktura ochrony zdrowia";"publiczny zakład opieki zdrowotnej";"00 Nie dotyczy";"POIS.12.02.00-00-041/08-04";"Nie";"2011/02/02";"2011/02/03"
"POIS.13.01.00-00-002/08-05";"Uniwersyteckie Centrum Biologii Medycznej w Poznaniu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Wielkopolskie";"";"";"74,011,663.99";"53,900,000.00";"53,900,000.00";"45,815,000.00";"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu ";"7770003104";"61-701";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-002/08-18";"Nie";"2011/02/15";"2011/02/15"
"POIS.13.01.00-00-004/08-05";"Śląskie Międzyuczelniane Centrum Edukacji i Badań Interdyscyplinarnych ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Śląskie";"";"";"79,798,159.14";"64,680,000.00";"64,680,000.00";"54,978,000.00";"Uniwersytet Śląski";"6340197134";"40-007";"Katowice";"Śląskie";"Powiat m. Katowice";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-004/08-10";"Nie";"2011/03/01";"2011/03/01"
"POIS.13.01.00-00-005/08-06";"Budowa i modernizacja Wydziałów Biologii, Fizyki i Chemii Uniwersytetu Łódzkiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Łódzkie";"";"";"102,077,264.91";"102,039,899.97";"102,039,899.97";"86,733,914.97";"Uniwersytet Łódzki";"7240003243";"90-131";"Łódź";"Łódzkie";"Powiat m. Łódź";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/04/14";"2011/04/14"
"POIS.13.01.00-00-006/08-05";"Centrum Mechatroniki, Biomechaniki i Nanoinżynierii Politechniki Poznańskiej";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Wielkopolskie";"";"";"66,849,950.30";"43,120,000.00";"43,120,000.00";"36,652,000.00";"Politechnika Poznańska";"7770003699";"60-965";"Poznań";"";"";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-006/08-14";"Nie";"2011/02/10";"2011/02/10"
"POIS.13.01.00-00-007/08-04";"Rozbudowa kampusu Politechniki Koszalińskiej przy ul. Śniadeckich";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Zachodniopomorskie";"";"";"35,512,309.20";"32,337,328.20";"32,337,328.20";"27,486,728.97";"Politechnika Koszalińska";"6690505168";"75-453";"Koszalin";"Zachodniopomorskie";"Powiat m. Koszalin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-007/08-22";"Nie";"2011/02/11";"2011/02/11"
"POIS.13.01.00-00-008/08-05";"Rozbudowa Wydziału Fizyki, Astronomii i Informatyki Stosowanej UMK w Toruniu- utworzenie Centrum Optyki Kwantowej- zastosowania w naukach przyrodniczych i biomedycznych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Kujawsko-pomorskie";"";"";"25,870,000.00";"25,754,105.18";"25,754,105.18";"21,890,989.40";"Uniwersytet Mikołaja Kopernika w Toruniu";"8790177291";"87-100";"Toruń";"Kujawsko-pomorskie";"Powiat m. Toruń / Powiat toruński";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/04/12";"2011/04/12"
"POIS.13.01.00-00-010/08-04";"Budowa i wyposażenie Zintegrowanego Centrum Edukacji i Innowacji Wydziału Farmaceutycznego Akademii Medycznej we Wrocławiu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Dolnośląskie";"";"";"125,922,385.85";"79,060,000.00";"79,060,000.00";"67,201,000.00";"Akademia Medyczna im. Piastów Śląskich we Wrocławiu";"8960005779";"50-367";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-010/08-10";"Nie";"2011/02/09";"2011/02/10"
"POIS.13.01.00-00-011/08-08";"Budowa Budynków Wydziałów Chemii i Biologii Uniwersytetu Gdańskiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Pomorskie";"";"";"237,149,786.84";"235,688,126.17";"235,688,126.17";"200,334,907.24";"Uniwersytet Gdański";"5840203239";"80-952";"Gdańsk";"";"";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/27"
"POIS.13.01.00-00-013/08-04";"Międzyuczelniane Centrum NanoBiomedyczne";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Wielkopolskie";"";"";"111,400,000.00";"111,400,000.00";"111,400,000.00";"94,690,000.00";"Uniwersytet im. Adama Mickiewicza";"7770006350";"61-712";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-013/08-06-K01";"Nie";"2011/02/15";"2011/02/15"
"POIS.13.01.00-00-014/08-07";"Modernizacja Wydziału Inżynierii Materiałowej i Ceramiki AGH Kraków";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Małopolskie";"";"";"32,340,000.00";"32,340,000.00";"32,340,000.00";"27,489,000.00";"Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie";"6750001923";"30-059";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-014/08-12";"Nie";"2011/02/11";"2011/02/11"
"POIS.13.01.00-00-016/08-07";"Centrum Nowych Technologii ,,Ochota'' Uniwersytetu Warszawskiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Mazowieckie";"";"";"287,771,773.57";"270,229,999.43";"270,229,999.43";"229,695,499.52";"Uniwersytet Warszawski";"5250011266";"00-927";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/03/16";"2011/03/16"
"POIS.13.01.00-00-018/08-06";"Kompleks Naukowo-Dydaktyczny Centrum Mikroelektroniki i Nanotechnologii Uniwersytet Rzeszowski";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Podkarpackie";"";"";"53,061,864.22";"53,061,864.22";"53,061,864.22";"45,102,584.58";"Uniwersytet Rzeszowski";"8133238822";"35-959";"Rzeszów";"";"";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/05/04";"2011/05/04"
"POIS.13.01.00-00-020/09-05";"Budowa kompleksu edukacyjno-badawczego Biotechnologii Uniwersytetu Wrocławskiego";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Dolnośląskie";"";"";"54,402,100.54";"39,530,000.00";"39,530,000.00";"33,600,499.99";"Uniwersytet Wrocławski ";"8960005408";"50-137";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"";"";"2011/05/20";"2011/05/20"
"POIS.13.01.00-00-021/09-03";"Międzyuczelniane Centrum Dydaktyczno-Technologiczne ""Technopolis"" we Wrocławiu";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Dolnośląskie";"";"";"72,470,880.32";"72,470,880.32";"72,470,880.32";"61,600,248.27";"Politechnika Wrocławska";"8960005851";"50-370";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-021/09-08";"Nie";"2011/02/15";"2011/02/15"
"POIS.13.01.00-00-022/09-05";"""Naukowo-Dydaktyczne Centrum Nowych Technologii - Politechnika Śląska""";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Śląskie";"";"";"68,445,336.99";"66,826,807.02";"66,826,807.02";"56,802,785.96";"Politechnika Śląska";"6310200736";"44-100";"Gliwice";"Śląskie";"Powiat m. Gliwice";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-022/09-09";"Nie";"2011/03/01";"2011/03/01"
"POIS.13.01.00-00-023/09-02";"Rozbudowa Uniwersytetu Pedagogicznego im. Komisji Edukacji Narodowej w Krakowie ";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Małopolskie";"";"";"35,940,000.00";"33,782,495.61";"33,782,495.61";"28,715,121.26";"Uniwersytet Pedagogiczny  im. Komisji Edukacji Narodowej w Krakowie  ";"6750200195";"30-084";"Kraków";"Małopolskie";"Powiat m. Kraków";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-023/09-08";"Nie";"2011/02/15";"2011/02/15"
"POIS.13.01.00-00-024/09-04";"Centrum Nowych Technologii Medycznych Pomorskiego Uniwersytetu Medycznego w Szczecinie";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Zachodniopomorskie";"";"";"24,502,728.04";"22,783,211.04";"22,783,211.04";"19,365,729.38";"Pomorski Uniwersytet Medyczny w Szczecinie";"8520006757";"70-204";"Szczecin";"Zachodniopomorskie";"Powiat m. Szczecin";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-024/09-08";"Nie";"2011/02/25";"2011/02/25"
"POIS.13.01.00-00-046/08-02";"Rozbudowa Wydziału EiTI Politechniki Warszawskiej oraz utworzenie sieci laboratoriów dydaktycznych";"Program Operacyjny Infrastruktura i Środowisko";"POIS.13.00.00";"POIS.13.01.00";"";"Mazowieckie";"";"";"50,100,080.00";"48,422,280.00";"48,422,280.00";"41,158,938.00";"Politechnika Warszawska";"5250005834";"00-661";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"02 Infrastruktura B+RT (w tym wyposażenie w sprzęt, oprzyrządowanie i szybkie sieci informatyczne łączące ośrodki badawcze) oraz specjalistyczne ośrodki kompetencji technologicznych";"uczelnia wyższa";"00 Nie dotyczy";"POIS.13.01.00-00-046/08-04";"Nie";"2011/03/17";"2011/03/17"
"POPW.02.01.00-06-045/10-00";"Sieć szerokopasmowa Polski Wschodniej - województwo lubelskie";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.02.00.00";"POPW.02.01.00";"";"Lubelskie";"";"";"388,754,036.07";"319,830,236.78";"303,838,724.94";"271,855,701.26";"Samorząd Województwa Lubelskiego (Województwo Lubelskie)";"7122904545";"20-074";"Lublin";"Lubelskie";"Powiat m. Lublin";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"POPW.02.01.00-06-045/10-01";"Nie";"2011/01/21";"2011/01/26"
"POPW.02.01.00-18-048/10-00";"Sieć Szerokopasmowa Polski Wschodniej - województwo podkarpackie";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.02.00.00";"POPW.02.01.00";"";"Podkarpackie";"";"";"296,033,485.25";"243,829,785.29";"231,638,296.03";"207,255,317.50";"Samorząd Województwa Podkarpackiego (Województwo Podkarpackie)";"8133315014";"35-010";"Rzeszów";"Podkarpackie";"Powiat m. Rzeszów";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"";"";"2011/03/11";"2011/03/15"
"POPW.02.01.00-20-047/10-00";"Sieć Szerokopasmowa Polski Wschodniej - województwo podlaskie";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.02.00.00";"POPW.02.01.00";"";"Podlaskie";"";"";"252,358,083.25";"208,030,275.44";"197,628,761.67";"176,825,734.13";"Samorząd Województwa Podlaskiego (Województwo Podlaskie)";"5422542016";"15-888";"Białystok";"Podlaskie";"Powiat m. Białystok";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"";"";"2011/04/15";"2011/04/18"
"POPW.02.01.00-26-046/10-00";"Sieć Szerokopasmowa Polski Wschodniej - województwo świętokrzyskie";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.02.00.00";"POPW.02.01.00";"";"Świętokrzyskie";"";"";"202,159,758.13";"166,690,976.17";"158,356,427.36";"141,687,329.74";"Samorząd Województwa Świętokrzyskiego (Województwo Świętokrzyskie)";"9591506120";"25-516";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"10 Infrastruktura telekomunikacyjna (w tym sieci szerokopasmowe)";"wspólnota samorządowa - województwo";"01 Obszar miejski";"POPW.02.01.00-26-046/10-01";"Nie";"2011/01/27";"2011/01/31"
"RPDS.03.02.00-02-001/09-01";"Zakup taboru kolejowego dla Samorządu Województwa Dolnośląskiego w latach 2008-2013";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"RPDS.03.00.00";"RPDS.03.02.00";"";"Dolnośląskie";"";"";"33,505,091.80";"33,505,091.80";"28,479,328.03";"28,479,328.03";"Województwo Dolnośląskie- UMWD";"8992233911";"50-411";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"00 Nie dotyczy";"RPDS.03.02.00-02-001/09-07";"Nie";"2011/03/22";"2011/03/23"
"RPLB.02.05.00-08-001/09-03";"Dokapitalizowanie Lubuskiego Funduszu Poręczeń Kredytowych Sp. z o.o. w Zielonej Górze";"Regionalny Program Operacyjny Województwa Lubuskiego";"RPLB.02.00.00";"RPLB.02.05.00";"";"Lubuskie";"";"";"10,530,000.00";"10,530,000.00";"10,000,000.00";"10,000,000.00";"Lubuski Fundusz Poręczeń Kredytowych Sp. z o.o. ";"9291692041";"65-058";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"01 Obszar miejski";"RPLB.02.05.00-08-001/09-04";"Nie";"2011/01/12";"2011/01/13"
"RPLB.02.05.00-08-003/09-02";"Dokapitalizowanie Funduszu Pożyczkowego w Dobiegniewie";"Regionalny Program Operacyjny Województwa Lubuskiego";"RPLB.02.00.00";"RPLB.02.05.00";"";"Lubuskie";"";"";"3,160,000.00";"3,160,000.00";"3,000,000.00";"3,000,000.00";"Stowarzyszenie Wspierania Małej Przedsiębiorczości z siedzibą w Dobiegniewie";"5941001307";"66-520";"Dobiegniew";"Lubuskie";"Powiat strzelecko-drezdenecki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"stowarzyszenie";"01 Obszar miejski";"";"";"2011/04/19";"2011/04/21"
"RPLD.01.02.00-00-001/11-00";"""Inwestycja w tabor kolejowy - modernizacja czterech elektrycznych zespołów trakcyjnych serii EN57""";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.01.00.00";"RPLD.01.02.00";"";"Łódzkie";"";"";"36,743,553.60";"29,872,920.00";"25,322,123.08";"25,322,123.08";"Województwo Łódzkie";"7251739344";"90-051";"Łódź";"Łódzkie";"Powiat m. Łódź";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"01 Obszar miejski";"";"";"2011/04/27";"2011/04/29"
"RPLD.01.02.00-00-002/09-02";"„Inwestycja w tabor kolejowy – zakup trzech zmodernizowanych pociągów o napędzie elektrycznym”";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.01.00.00";"RPLD.01.02.00";"";"Łódzkie";"";"";"23,469,980.00";"18,950,000.00";"16,107,500.00";"16,107,500.00";"Województwo Łódzkie";"7251739344";"90-051";"Łódź";"Łódzkie";"Powiat m. Łódź";"18 Tabor kolejowy";"wspólnota samorządowa - województwo";"01 Obszar miejski";"RPLD.01.02.00-00-002/09-05";"Nie";"2011/01/25";"2011/01/28"
"RPLD.02.09.00-00-042/10-01";"Państwowa Straż Pożarna przyjazna energetycznie środowisku - budowa systemów wytwarzania energii ze źródeł odnawialnych w jednostkach organizacyjnych państwowej straży pożarnej województwa łódzkiego";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.02.00.00";"RPLD.02.09.00";"";"Łódzkie";"";"";"6,421,470.00";"6,421,470.00";"5,458,249.50";"5,458,249.50";"Komenda Wojewódzka Państwowej Straży Pożarnej w Łodzi";"7270134501";"90-521";"Łódź";"Łódzkie";"Powiat m. Łódź";"40 Energia odnawialna: słoneczna";"państwowa jednostka organizacyjna";"01 Obszar miejski";"RPLD.02.09.00-00-042/10-02";"Nie";"2011/02/23";"2011/02/23"
"RPLD.03.02.00-00-416/10-00";"Forum Promocji Województwa Łódzkiego jako narzędzie  wspierające proces budowy marki regionalnej ŁÓDZKIE";"Regionalny Program Operacyjny Województwa Łódzkiego";"RPLD.03.00.00";"RPLD.03.02.00";"";"Łódzkie";"";"";"280,000.00";"280,000.00";"140,000.00";"140,000.00";"Województwo Łódzkie";"7251739344";"90-051";"Łódź";"Łódzkie";"Powiat m. Łódź";"09 Inne działania mające na celu pobudzanie badań, innowacji i przedsiębiorczości w MŚP";"wspólnota samorządowa - województwo";"01 Obszar miejski";"";"";"2011/04/27";"2011/05/23"
"RPMA.08.01.00-14-016/11-01";"ROCZNY PLAN DZIAŁAŃ POMOCY TECHNICZNEJ UMWM na 2011 r. w zakresie wsparcia procesów ewaluacji RPO WM";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.01.00";"";"Mazowieckie";"";"";"600,000.00";"600,000.00";"510,000.00";"510,000.00";"Urząd Marszałkowski Województwa Mazowieckiego";"5252087227";"03-719";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2011/04/05";"2011/04/11"
"RPMA.08.01.00-14-017/11-01";"ROCZNY PLAN DZIAŁAŃ POMOCY TECHNICZNEJ UMWM na 2011 r. w zakresie wsparcia procesów zarządzania i wdrażania RPO WM";"Regionalny Program Operacyjny Województwa Mazowieckiego";"RPMA.08.00.00";"RPMA.08.01.00";"";"Mazowieckie";"";"";"9,658,000.00";"9,658,000.00";"8,209,300.00";"8,209,300.00";"Urząd Marszałkowski Województwa Mazowieckiego";"5252087227";"03-719";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"wojewódzka samorządowa jednostka organizacyjna";"00 Nie dotyczy";"RPMA.08.01.00-14-017/11-02";"Nie";"2011/04/05";"2011/04/11"
