"Numer umowy/decyzji";"Tytuł projektu";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Cały kraj/ Województwo";"Powiat";"Gmina";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat m. Nowy Sącz";"M. Nowy Sącz";"724,950.00";"585,000.00";"408,562.50";"347,278.13";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat m. Tarnów";"M. Tarnów";"724,950.00";"585,000.00";"408,562.50";"347,278.13";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat nowotarski";"Nowy Targ - miasto";"724,950.00";"585,000.00";"408,562.50";"347,278.13";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat oświęcimski";"Oświęcim - miasto";"724,950.00";"585,000.00";"408,562.50";"347,278.13";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat wadowicki";"Andrychów";"362,475.00";"292,500.00";"204,281.25";"173,639.06";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat wadowicki";"Wadowice";"362,475.00";"292,500.00";"204,281.25";"173,639.06";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat dębicki";"Dębica - miasto";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Krosno";"M. Krosno";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Przemyśl";"M. Przemyśl";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Rzeszów";"M. Rzeszów";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat m. Tarnobrzeg";"M. Tarnobrzeg";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat mielecki";"Mielec - miasto";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Podkarpackie";"Powiat stalowowolski";"Stalowa Wola";"828,514.29";"668,571.43";"466,928.57";"396,889.29";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Świętokrzyskie";"Powiat m. Kielce";"M. Kielce";"1,449,900.00";"1,170,000.00";"817,125.00";"694,556.25";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Świętokrzyskie";"Powiat ostrowiecki";"Ostrowiec Świętokrzyski";"1,449,900.00";"1,170,000.00";"817,125.00";"694,556.25";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Świętokrzyskie";"Powiat skarżyski";"Skarżysko-Kamienna";"1,449,900.00";"1,170,000.00";"817,125.00";"694,556.25";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-043/08-05";"Nowa usługa kurierska - wyślij/odbierz paczkę przez paczkomat.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Świętokrzyskie";"Powiat starachowicki";"Starachowice";"1,449,900.00";"1,170,000.00";"817,125.00";"694,556.25";"InPost Sp. z o.o.";"6792895061";"30-624";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/07/19"
"POIG.04.04.00-12-044/08-06";"Dywersyfikacja produkcji ZEK poprzez budowę zakładu produkcji zastrzeżonych siatek zbrojeniowych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat m. Tarnów";"M. Tarnów";"18,961,088.72";"15,541,876.00";"10,879,313.20";"9,247,416.22";"Zakład Elementów Konstrukcyjnych Spółka z ograniczoną odpowiedzialnością";"5212633267";"02-661";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/01"
"POIG.04.04.00-12-046/08-06";"Zakup i wdrożenie innowacyjnej segmentowej zintegrowanej linii do produkcji nowych na świecie zespołów rurowych silników samolotowych.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat wielicki";"Niepołomice";"42,314,756.94";"33,517,097.00";"20,110,258.20";"17,093,719.47";"KREISLER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"6792835716";"32-005";"Niepołomice";"Małopolskie";"Powiat wielicki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/04/21"
"POIG.04.04.00-12-048/08-06";"Przygotowanie do wprowadzenie na rynek nowego innowacyjnego wyrobu przez firmę ""OPAX"" ZBIGNIEW I JERZY OPYRCHAŁ SPÓŁKA JAWNA";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat wadowicki";"Kalwaria Zebrzydowska";"19,947,000.00";"16,225,000.00";"11,357,500.00";"9,653,875.00";"""OPAX"" ZBIGNIEW I JERZY OPYRCHAŁ SPÓŁKA JAWNA";"5511009022";"34-130";"Kalwaria Zebrzydowska";"Małopolskie";"Powiat wadowicki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka jawna - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/12/01"
"POIG.04.04.00-12-049/08-10";"Budowa nowego przedsiębiorstwa w oparciu o innowacyjną technologię konstrukcji form";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat oświęcimski";"Oświęcim - miasto";"32,046,877.50";"32,046,877.50";"19,228,126.50";"16,343,907.53";"IPB POLSKA SP. Z O.O.";"1070009604";"00-103";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/05"
"POIG.04.04.00-12-053/08-09";"Innowacyjna technologia recyklingu tworzyw sztucznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat wielicki";"Niepołomice";"12,389,640.46";"11,477,049.97";"8,033,934.98";"6,828,844.73";"""Olimar"" Sp. z o.o.";"6762189766";"30-390";"Kraków";"Małopolskie";"Powiat m. Kraków";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/26"
"POIG.04.04.00-12-055/08-06";"""Wprowadzenie innowacyjnych technologii produkcyjnych w przedsiębiorstwie WIPLAST SP. Z O.O. w oparciu o patenty firmy WINDMOLLER&HOLSCHER""";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Małopolskie";"Powiat m. Tarnów";"M. Tarnów";"10,321,053.60";"9,728,861.87";"5,837,317.12";"4,961,719.55";"WIPLAST Sp.z o.o.";"9930285119";"33-101";"Tarnów";"Małopolskie";"Powiat m. Tarnów";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/03/01"
"POIG.04.04.00-14-003/08-07";"Dywersyfikacja produkcji poprzez wdrożenie innowacyjnej technologii produkcji wkładów do zmywarek";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat nowodworski";"Nowy Dwór Mazowiecki";"38,488,640.64";"22,403,271.24";"8,961,308.49";"7,617,112.22";"Reckitt Benckiser Production (Poland) Spółka z ograniczoną odpowiedzialnością";"5272525794";"05-100";"Nowy Dwór Mazowiecki";"Mazowieckie";"Powiat legionowski / Powiat nowodworski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/11/05"
"POIG.04.04.00-14-007/08-04";"Wdrożenie technologii produkcji wsporników paletowych z trocin pozyskiwanych drogą recyklingu";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat kozienicki";"Kozienice";"10,845,800.00";"8,390,000.00";"4,195,000.00";"3,565,750.00";"EP Serwis Spółka z ograniczoną odpowiedzialnością";"8120009769";"26-900";"Łuczynów";"Mazowieckie";"Powiat kozienicki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/08/05"
"POIG.04.04.00-14-008/08-03";"Zakup oraz wdrożenie technologii masteringu i relplikacji płyt Blu-ray.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat piaseczyński";"Piaseczno";"53,678,729.37";"43,318,666.11";"17,327,466.43";"14,728,346.47";"Technicolor Polska Sp. z o.o.";"1230007489";"05-500";"Piaseczno";"Mazowieckie";"Powiat piaseczyński / Powiat sochaczewski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/11/15"
"POIG.04.04.00-14-011/08-05";"Dywersyfikacja produkcji poprzez rozpoczęcie wytwarzania innowacyjnych maszyn dla przemysłu tytoniowego.";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat m. Radom";"M. Radom";"15,183,659.00";"12,916,539.07";"5,166,615.63";"4,391,623.29";"International Tobacco Machinery Poland Sp. z o.o.";"7960035567";"26-600";"Radom";"Mazowieckie";"Powiat m. Radom";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-14-011/08-03";"Nie";"2008/12/30";"2010/09/15"
"POIG.04.04.00-14-012/08-03";"Linia produkcyjna etykiet IML z zastosowaniem UV uszlachetnianych Cold Foiler";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat warszawski zachodni";"Stare Babice";"21,497,523.00";"15,993,864.60";"7,996,932.30";"6,797,392.46";"Zakład Poligraficzny Unigraf Alicja Plaskota";"5270000188";"05-082";"Blizne Jasińskiego";"Mazowieckie";"Powiat warszawski zachodni";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/10/08"
"POIG.04.04.00-14-013/08-09";"Dywersyfikacja produkcji poprzez wdrożenie innowacyjnej technologii produkcji naczep
samochodowych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat makowski";"Maków Mazowiecki";"46,737,620.00";"37,926,000.00";"18,963,000.00";"16,118,550.00";"AUTO HIT Sp. z o. o.";"6461009798";"43-100";"Tychy";"Śląskie";"Powiat m. Tychy";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/05"
"POIG.04.04.00-14-016/08-05";"Wdrożenie innowacyjnej technologii przetwarzania blach o szerokim zakresie grubości";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat płocki";"Stara Biała";"31,674,528.16";"29,467,287.20";"17,680,372.32";"15,028,316.47";"PASSAT-STAL SA";"7742617366";"09-411";"Biała";"Mazowieckie";"Powiat m. Płock / Powiat płocki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka akcyjna - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-14-016/08-04";"Nie";"2008/12/30";"2011/03/10"
"POIG.04.04.00-14-017/08-09";"Innowacyjna technologia obróbki i izolacji systemów aluminiowych przeznaczonych do celów architektonicznych";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat nowodworski";"Czosnów";"39,575,850.87";"31,315,326.67";"18,789,196.00";"15,970,816.60";"Blyweert Aluminium Sp. z o.o.";"7010100729";"00-675";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.04.04.00-14-017/08-04";"Nie";"2008/12/30";"2011/04/01"
"POIG.04.04.00-14-019/08-09";"Innowacyjna technologia obróbki drewna - nowe produkty, nowe rozwiązania, nowe możliwości";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat pułtuski";"Pułtusk";"15,710,354.80";"12,634,340.00";"6,317,170.00";"5,369,594.50";"Przedsiębiorstwo Produkcyjne Mardom Jan Walaszek";"5680002117";"06-100";"Lipniki Stare";"Mazowieckie";"Powiat makowski / Powiat pułtuski";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2011/05/05"
"POIG.04.04.00-14-020/08-04";"Innowacja technologiczna i produktowa w firmie BAKS";"Program Operacyjny Innowacyjna Gospodarka";"POIG.04.00.00";"POIG.04.04.00";"";"Mazowieckie";"Powiat otwocki";"Karczew";"30,176,550.00";"30,176,550.00";"15,088,275.00";"12,825,033.75";"BAKS Wytwarzanie Osprzętu Instalacyjno-Elektrotech. Kazimierz Sielski";"5320102041";"05-480";"Karczew";"Mazowieckie";"Powiat otwocki";"07 Inwestycje w przedsiębiorstwa bezpośrednio związane z dziedziną badań i innowacji (innowacyjne technologie, tworzenie przedsiębiorstw przez uczelnie, istniejące ośrodki B+RT i przedsiębiorstwa itp.)";"osoba fizyczna prowadząca działalność gospodarczą - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2008/12/30";"2010/10/07"
