"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-168";"Projekt";"Promocja firmy Connectis Spółka z o.o. na targach Cebit";"POIG.06.05.02-00-006/11-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"54,900.00";"45,000.00";"22,500.00";"19,125.00";"Connectis Sp. z o.o.";"5211019683";"00-113";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/10";"2011/03/11"
"33-169";"Projekt";"Rozwój eksportu firmy Balma Desing marka Noti";"POIG.06.05.02-00-008/11-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"123,000.00";"100,000.00";"25,000.00";"21,250.00";"Balma Desing Ryszard Balcerkiewicz";"7810041804";"62-080";"Tarnowo Podgórne";"Wielkopolskie";"Powiat poznański";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/12";"2011/05/12"
"33-170";"Projekt";"Zaprezentowanie oferty firmy IKER Sp. z o.o. podczas targów ""Salone Internazionale del Mobile""";"POIG.06.05.02-00-010/11-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"131,180.92";"105,150.77";"25,000.00";"21,250.00";"IKER Sp. z o.o.";"7342021629";"33-300";"Nowy Sącz";"Małopolskie";"Powiat m. Nowy Sącz / Powiat nowosądecki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/12";"2011/05/12"
"33-171";"Projekt";"Udział w Wystawie Narodowej Taszkient/Uzbekistan 25-28 maja 2011 r.";"POIG.06.05.02-00-016/11-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"61,057.20";"49,640.00";"24,820.00";"21,097.00";"DZT TYMIŃSCY SPÓŁKA JAWNA";"5441502704";"17-300";"Baciki Średnie";"Podlaskie";"Powiat siemiatycki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/05/31";"2011/05/31"
"33-172";"Projekt";"Zdobycie nowych klientów i rozwój eksportu w ramach misji do Gruzji";"POIG.06.05.02-00-019/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"7,250.67";"5,910.37";"2,955.18";"2,511.90";"ALEX Stolarstwo Meblowe Zenon Aleksandrowicz";"5781002449";"82-310";"Gronowo Górne,Elbląg 2 ";"Warmińsko-mazurskie";"Powiat elbląski / Powiat m. Elbląg";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"osoba fizyczna prowadząca działalność gospodarczą - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/01/11";"2011/01/12"
"33-173";"Projekt";"Udział firmy LfC na targach Israel Gateway 2010";"POIG.06.05.02-00-025/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"14,527.76";"10,354.00";"5,177.00";"4,400.45";"LfC Sp. z o.o.";"9290112610";"65-364";"Zielona Góra";"Lubuskie";"Powiat m. Zielona Góra";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-025/10-01";"Tak";"2011/01/11";"2011/01/12"
"33-174";"Projekt";"Udział w targach Autumn International Fire Albania-Tyrana 25-30.11.2010r.";"POIG.06.05.02-00-026/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"31,568.00";"29,368.00";"14,684.00";"12,481.40";"Kwazar Corporation Spółka z ograniczoną odpowiedzialnością";"5291645708";"96-313";"Budy Grzybek";"Mazowieckie";"Powiat grodziski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIG.06.05.02-00-026/10-01";"Tak";"2011/02/16";"2011/02/17"
"33-175";"Projekt";"Targi Tirana International Autumn Fair Albania/Tirana 25-30.11.2010";"POIG.06.05.02-00-030/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.06.00.00";"POIG.06.05.00";"POIG.06.05.02";"17,428.00";"16,768.00";"8,384.00";"7,126.40";"POLCOLORIT S.A.";"6111715343";"58-573";"Piechowice";"Dolnośląskie";"Powiat jeleniogórski";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/01/13";"2011/01/13"
"33-176";"Projekt";"Projekt Systemowy dla wspierania działań w zakresie budowy elektronicznej administracji. ";"POIG.07.01.00-00-001/08-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"60,000,000.00";"60,000,000.00";"60,000,000.00";"51,000,000.00";"Władza Wdrażająca Programy Europejskie ";"5262735917";"00-326";"Warszawa";"";"";"11 Technologie informacyjne i komunikacyjne (dostęp, bezpieczeństwo, interoperacyjność, zapobieganie zagrożeniom, badania, innowacje, treści cyfrowe itp.)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/02/14";"2011/03/07"
"33-177";"Projekt";"Emp@tia - Platforma komunikacyjna obszaru zabezpieczenia społecznego";"POIG.07.01.00-00-020/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.07.00.00";"POIG.07.01.00";"";"49,197,670.00";"47,567,323.50";"47,567,323.50";"40,432,224.97";"Ministerstwo Pracy i Polityki Społecznej";"5262895101";"00-513";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/03/02";"2011/03/11"
"33-178";"Projekt";"Stworzenie platformy mailingowej skierowanej do klienta biznesowego";"POIG.08.01.00-02-192/09-02";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.01.00";"";"941,600.00";"941,600.00";"775,300.00";"659,005.00";"GLOBNET spółka z ograniczoną odpowiedzialnością";"9542657474";"40-954";"Katowice";"";"";"14 Usługi i aplikacje dla MŚP (e-handel, kształcenie i szkolenie, tworzenie sieci itp.)";"spółka z ograniczoną odpowiedzialnością - mikro przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/21";"2011/04/04"
"33-179";"Projekt";"Optymalizacja i automatyzacja przepływu informacji handlowych oraz wprowadzenie innowacyjnych rozwiązań B2B pomiędzy Clarena Polska a kontrahentami";"POIG.08.02.00-02-050/09-03";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.02.00";"";"1,777,251.68";"1,762,751.68";"916,745.42";"779,233.60";"CLARENA POLSKA Spółka z ograniczoną odpowiedzialnością Spółka komandytowa";"8961390845";"51-361";"Wilczyce";"Dolnośląskie";"Powiat wrocławski";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka komandytowa - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/09";"2011/05/17"
"33-180";"Projekt";"Budowa sieci teleinformatycznej w Chrośnicy, Stefanowicach gmina Zbąszyń";"POIG.08.04.00-30-052/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.08.00.00";"POIG.08.04.00";"";"423,482.19";"336,407.55";"201,844.53";"171,567.85";"SpTelek Sp. z o.o.";"7881936804";"60-360";"Zbąszyń";"";"";"15 Inne działania mające na celu poprawę dostępu MŚP do TIK i ich wydajne użytkowanie";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/10";"2011/03/10"
"33-181";"Projekt";"Zapewnienie wsparcia zarządzania realizacją 7 osi i działań 8.3 i 8.4 w ramach 8 osi POIG w 2011 roku realizowane przez WWPE  ";"POIG.09.01.00-00-012/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"8,244,000.00";"8,244,000.00";"8,244,000.00";"7,007,400.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"02-517";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/05/10";"2011/05/13"
"33-182";"Projekt";"Wsparcie zarządzania w DPO w 2011 r.";"POIG.09.01.00-00-014/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"967,500.00";"967,500.00";"967,500.00";"822,375.00";"Ministerstwo Gospodarki, Departament Wdrażania Programów Operacyjnych";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/02/16";"2011/02/16"
"33-183";"Projekt";"Wsparcie procesów zarządzania Instytucji Pośredniczącej (MSWiA) poprzez finansowanie kosztów realizacji 7. i 8. osi priorytetowej PO IG w 2011 roku";"POIG.09.01.00-00-017/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"1,613,000.00";"1,613,000.00";"1,613,000.00";"1,371,050.00";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/01/21";"2011/02/08"
"33-184";"Projekt";"Wsparcie zarządzania PARP w 2011 roku";"POIG.09.01.00-00-018/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"72,293,340.00";"72,293,340.00";"72,293,340.00";"61,449,339.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.01.00-00-018/10-01";"Nie";"2011/01/25";"2011/01/26"
"33-185";"Projekt";"Wsparcie zarządzania - POT -2011";"POIG.09.01.00-00-019/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"2,590,000.00";"2,590,000.00";"2,590,000.00";"2,201,500.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.01.00-00-019/10-02";"Nie";"2011/02/17";"2011/02/22"
"33-186";"Projekt";"Wsparcie zarządzania IW w 2011 r.";"POIG.09.01.00-00-021/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.01.00";"";"5,524,100.00";"5,524,100.00";"5,524,100.00";"4,695,485.00";"Ośrodek Przetwarzania Informacji";"5250009140";"00-608";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"jednostka naukowa";"00 Nie dotyczy";"POIG.09.01.00-00-021/10-02";"Nie";"2011/01/17";"2011/01/19"
"33-187";"Projekt";"Wyposażenie instytucji - POT-2011";"POIG.09.02.00-00-012/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"470,000.00";"470,000.00";"470,000.00";"399,500.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.02.00-00-012/10-02";"Nie";"2011/01/04";"2011/01/14"
"33-188";"Projekt";"Wyposażenie stanowisk pracy personelu zarządzającego realizacją 7 osi i działania 8.3 i 8.4 w ramach 8 osi POIG w 2011 roku realizowane przez WWPE";"POIG.09.02.00-00-013/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"1,389,000.00";"1,389,000.00";"1,389,000.00";"1,180,650.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"02-517";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/05/10";"2011/05/13"
"33-189";"Projekt";"Wyposażenie instytucji PARP i RIF w 2011 r.";"POIG.09.02.00-00-018/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"5,948,977.88";"5,948,977.88";"5,948,977.88";"5,056,631.19";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.02.00-00-018/10-02";"Nie";"2011/03/24";"2011/05/04"
"33-190";"Projekt";"Wyposażenie w sprzęt komputerowy, biurowy, materiały biurowe, eksploatacyjne, finansowanie kosztów użytkowania telefonów służbowych pracowników na potrzeby IP II dla działania 4.5 oraz poddziałań 6.2.2 i 6.5.2 PO IG w Ministerstwie Gospodarki.";"POIG.09.02.00-00-019/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"481,999.23";"481,999.23";"481,999.23";"409,699.35";"Ministerstwo Gospodarki, Departament Wdrażania Programów Operacyjnych";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/01/18";"2011/01/25"
"33-191";"Projekt";"Wyposażenie Instytucji Pośredniczącej (MSWiA) poprzez finansowanie kosztów wyposażenia stanowisk pracy pracowników zaangażowanych w realizację 7 i 8 osi priorytetowej PO IG w 2011 roku";"POIG.09.02.00-00-020/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"1,002,788.00";"1,002,788.00";"1,002,788.00";"852,369.80";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.02.00-00-020/10-01";"Nie";"2011/04/27";"2011/05/16"
"33-192";"Projekt";"Wyposażenie Instytucji Wdrażającej w 2011 r.";"POIG.09.02.00-00-022/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.02.00";"";"595,160.00";"595,160.00";"595,160.00";"505,886.00";"Ośrodek Przetwarzania Informacji";"5250009140";"00-608";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"jednostka naukowa";"00 Nie dotyczy";"POIG.09.02.00-00-022/10-01";"Nie";"2011/01/17";"2011/01/19"
"33-193";"Projekt";"Informacja i promocja w ramach 7 osi priorytetowej i działania 8.3 i 8.4 w ramach 8 osi POIG w 2011 roku realizowana przez WWPE";"POIG.09.03.00-00-014/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"660,000.00";"660,000.00";"660,000.00";"561,000.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-014/10-01";"Nie";"2011/03/03";"2011/05/04"
"33-194";"Projekt";"Działania informacyjno-promocyjne realizowane w 2011 roku przez Instytucję Wdrażającą działanie 4.5 i poddziałania 6.2.2, 6.5.2 PO IG";"POIG.09.03.00-00-015/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"678,800.00";"678,800.00";"678,800.00";"576,980.00";"Ministerstwo Gospodarki, Departament Wdrażania Programów Operacyjnych";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-015/10-01";"Nie";"2011/01/18";"2011/01/25"
"33-195";"Projekt";"Informacja i promocja - POT - 2011";"POIG.09.03.00-00-017/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"140,000.00";"140,000.00";"140,000.00";"119,000.00";"Polska Organizacja Turystyczna";"5252150196";"00-613";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.03.00-00-017/10-02";"Nie";"2011/01/04";"2011/01/14"
"33-196";"Projekt";"Działania informacyjne i promocyjne Instytucji Pośredniczącej (MSWiA) realizowane w ramach 7. i 8. osi priorytetowej PO IG w 2011 roku";"POIG.09.03.00-00-020/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"1,225,000.00";"1,225,000.00";"1,225,000.00";"1,041,250.00";"Ministerstwo Spraw Wewnętrznych i Administracji";"5210526030";"02-591";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/01/21";"2011/02/08"
"33-197";"Projekt";"Działania informacyjne i promocyjne IW w 2011 r.";"POIG.09.03.00-00-023/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"1,020,750.00";"1,020,750.00";"1,020,750.00";"867,637.50";"Ośrodek Przetwarzania Informacji";"5250009140";"00-608";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"jednostka naukowa";"00 Nie dotyczy";"POIG.09.03.00-00-023/10-02";"Nie";"2011/01/17";"2011/01/19"
"33-198";"Projekt";"Działania informacyjno-promocyjne realizowane w ramach Programu Operacyjnego Innowacyjna Gospodarka, wdrażanego przez Polską Agencję Rozwoju Przedsiębiorczości w 2011 roku.";"POIG.09.03.00-00-024/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"1,091,000.00";"1,091,000.00";"1,091,000.00";"927,350.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.03.00-00-024/10-01";"Nie";"2011/04/20";"2011/04/21"
"33-199";"Projekt";"Ewaluacja wdrażania I II Priorytetu PO IG w 2011 r.";"POIG.09.04.00-00-006/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"182,000.00";"182,000.00";"182,000.00";"154,700.00";"Minister Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/02/15";"2011/02/22"
"33-200";"Projekt";"Ewaluacja w ramach 7 i 8 osi priorytetowej POIG w 2011 roku realizowana przez WWPE";"POIG.09.04.00-00-015/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"80,000.00";"80,000.00";"80,000.00";"68,000.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2011/03/03";"2011/05/04"
"33-201";"Projekt";"Ewaluacja PO IG 2011";"POIG.09.04.00-00-025/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"1,181,000.00";"1,181,000.00";"1,181,000.00";"1,003,850.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa osoba prawna";"00 Nie dotyczy";"POIG.09.04.00-00-025/10-01";"Nie";"2011/04/20";"2011/04/21"
"33-202";"Projekt";"Kompleksowe zagospodarowanie ścieków w zlewni rzeki Obry - Gmina Śmigiel";"POIS.01.01.00-00-010/08-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"71,760,212.23";"51,619,290.77";"43,876,397.16";"43,876,397.16";"Gmina Śmigiel";"6981722462";"64-030";"Śmigiel";"Wielkopolskie";"Powiat kościański";"46 Oczyszczanie ścieków";"wspólnota samorządowa - gmina";"00 Nie dotyczy";"POIS.01.01.00-00-010/08-08";"Nie";"2011/02/17";"2011/02/17"
"33-203";"Projekt";"Racjonalna gospodarka wodą w aspekcie społ.-gosp. rozwoju Gmin Mazowsza Zachodniego - Gmina Radziejowice";"POIS.01.01.00-00-102/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"25,799,372.33";"9,934,886.41";"8,444,653.45";"8,444,653.45";"Gmina Radziejowice";"8381426414";"96-325";"Radziejowice";"Mazowieckie";"Powiat żyrardowski";"46 Oczyszczanie ścieków";"wspólnota samorządowa - gmina";"00 Nie dotyczy";"";"";"2011/02/10";"2011/02/11"
"33-204";"Projekt";"Program Gospodarki Odpadami Komunalnymi w Krakowie";"POIS.02.01.00-00-005/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.02.00.00";"POIS.02.01.00";"";"792,182,089.83";"437,327,121.14";"371,728,052.96";"371,728,052.96";"Krakowski Holding Komunalny S.A.";"6791862817";"30-347";"Kraków";"Małopolskie";"Powiat m. Kraków";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/04/20";"2011/04/26"
"33-205";"Projekt";"Budowa Zakładu Termicznego Przekształcania Odpadów Komunalnych dla Bydgosko-Toruńskiego Obszaru Metropolitarnego";"POIS.02.01.00-00-007/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.02.00.00";"POIS.02.01.00";"";"619,646,191.24";"399,638,899.09";"339,693,064.22";"339,693,064.22";"Międzygminny Kompleks Unieszkodliwiania Odpadów ProNatura Sp. z o.o.";"9532559741";"85-893";"Bydgoszcz";"Kujawsko-pomorskie";"Powiat m. Bydgoszcz";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/03";"2011/03/04"
"33-206";"Projekt";"Uporządkowanie gospodarki odpadami na terenie subregionu konińskiego";"POIS.02.01.00-00-009/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.02.00.00";"POIS.02.01.00";"";"313,767,355.04";"181,780,989.59";"154,513,841.15";"154,513,841.15";"Związek Międzygminny ""Koniński Region Komunalny""";"6652260144";"62-510";"Konin";"Wielkopolskie";"Powiat koniński / Powiat m. Konin";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"wspólnota samorządowa";"00 Nie dotyczy";"";"";"2011/05/27";"2011/05/30"
"33-207";"Projekt";"Wdrożenie Systemu Zarządzania Środowiskowego według normy ISO 14001:2005 w Elektromont 1 Sp. z o.o.";"POIS.04.01.00-00-004/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"81,618.00";"62,940.00";"31,470.00";"31,470.00";"Elektromont 1 Sp. z o.o.";"6652648291";"62-510";"Konin";"Wielkopolskie";"Powiat koniński / Powiat m. Konin";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-004/10-01";"Nie";"2011/03/01";"2011/03/23"
"33-208";"Projekt";"Wdrożenie systemu zarządzania ochroną środowiska zgodną z wymaganiami międzynarodową normą ISO 14001.2004/PN-EN ISO 14001.2005 w przedsiębiorstwie Laboratoria Medyczne OptiMed Sp.j. Kuriata, Wroński";"POIS.04.01.00-00-006/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"67,769.78";"55,549.00";"27,750.00";"27,750.00";"Laboratoria Medyczne Optimed Kuriata, Wroński Spółka Jawna";"7422101075";"11-400";"Kętrzyn";"Warmińsko-mazurskie";"Powiat kętrzyński";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka jawna - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/02/28";"2011/03/07"
"33-209";"Projekt";"Wdrożenie systemu zarządzania środowiskowego według wymagań ISO 14001:2004 w Biazet S.A.";"POIS.04.01.00-00-007/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"63,806.00";"46,360.00";"23,180.00";"23,180.00";"Biazet S.A.";"5420201469";"15-113";"Białystok";"Podlaskie";"Powiat m. Białystok";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2011/03/08";"2011/03/11"
"33-210";"Projekt";"Modernizacja linii technologicznej do produkcji mebli";"POIS.04.02.00-00-031/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"5,884,616.32";"4,823,456.00";"1,447,036.80";"1,447,036.80";"Steinpol Meble Sp. z o.o.";"7781381577";"69-110";"Rzepin";"Lubuskie";"Powiat słubicki";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-031/09-01";"Nie";"2011/01/28";"2011/01/31"
