"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-203";"Projekt";"Promocja i informacja PO IG w działaniach Instytucji Zarządzającej w 2011 roku";"POIG.09.03.00-00-013/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"5,366,000.00";"5,366,000.00";"5,366,000.00";"4,561,100.00";"Minister Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-013/10-01";"Nie";"2010/12/22";"2011/01/03"
"33-204";"Projekt";"Działania informacyjno-promocyjne realizowane w 2011 r. przez Ministerstwo Gospodarki jako Instytucję Pośredniczącą dla 3,4,5 i 6 osi priorytetowych Programu Operacyjnego Innowacyjna Gospodarka";"POIG.09.03.00-00-018/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"384,000.00";"384,000.00";"384,000.00";"326,400.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/24";"2010/12/31"
"33-205";"Projekt";"Informacja i promocja I i II Priorytetu Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.";"POIG.09.03.00-00-019/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.03.00";"";"919,000.00";"919,000.00";"919,000.00";"781,150.00";"Minister Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.03.00-00-019/10-01";"Nie";"2010/12/28";"2011/01/05"
"33-206";"Projekt";"Ewaluacja SPO WKP i PO IG w 2010 r. - zadania Instytucji Zarządzającej";"POIG.09.04.00-00-001/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"704,000.00";"704,000.00";"704,000.00";"598,400.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-001/09-03";"Nie";"2010/07/27";"2010/07/29"
"33-207";"Projekt";"Ewaluacja wdrażania I i II Priorytetu PO IG";"POIG.09.04.00-00-002/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"60,000.00";"60,000.00";"60,000.00";"51,000.00";"Ministerstwo Nauki i Szkolnictwa Wyższego";"7010014467";"00-529";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-002/09-02";"Tak";"2010/02/26";"2010/03/03"
"33-208";"Projekt";"Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2010 r.";"POIG.09.04.00-00-003/10-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"58,560.00";"58,560.00";"58,560.00";"49,776.00";"Minister Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-003/10-02";"Tak";"2010/12/23";"2010/12/30"
"33-209";"Projekt";"Ewaluacja Programu Operacyjnego Innowacyjna Gospodarka w 2011 r.";"POIG.09.04.00-00-004/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"180,000.00";"180,000.00";"180,000.00";"153,000.00";"Ministerstwo Gospodarki";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2010/12/24";"2010/12/30"
"33-210";"Projekt";"Ewaluacja SPO - WKP i PO IG w 2011 r. - zadania Instytucji Zarządzającej";"POIG.09.04.00-00-005/10-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"1,200,000.00";"1,200,000.00";"1,200,000.00";"1,020,000.00";"Ministerstwo Rozwoju Regionalnego";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-005/10-01";"Nie";"2010/12/22";"2011/01/03"
"33-211";"Projekt";"Ewaluacja POIG 2010";"POIG.09.04.00-00-006/09-00";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"1,355,000.00";"1,355,000.00";"1,355,000.00";"1,151,750.00";"Polska Agencja Rozwoju Przedsiębiorczości";"5262501444";"00-834";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIG.09.04.00-00-006/09-04";"Tak";"2010/04/16";"2010/04/19"
"33-212";"Projekt";"Ewaluacja w ramach 7. i 8. osi priorytetowej PO IG w 2010 roku realizowana przez WWPE";"POIG.09.04.00-00-007/09-01";"Program Operacyjny Innowacyjna Gospodarka";"POIG.09.00.00";"POIG.09.04.00";"";"80,000.00";"80,000.00";"80,000.00";"68,000.00";"Władza Wdrażająca Programy Europejskie";"5262735917";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIG.09.04.00-00-007/09-04";"Tak";"2010/04/27";"2010/04/27"
"33-213";"Projekt";"Kompleksowa ochrona wód podziemnych aglomeracji kieleckiej";"POIS.01.01.00-00-168/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"551,111,661.00";"355,599,137.62";"302,259,266.98";"302,259,266.98";"""Wodociągi Kieleckie"" Sp. z o.o.";"9591164932";"25-701";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.01.01.00-00-168/09-01";"Nie";"2010/10/05";"2010/10/08"
"33-214";"Projekt";"Uporządkowanie gospodarki ściekowej na terenie Miasta i Gminy Wronki";"POIS.01.01.00-00-215/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"67,379,143.95";"44,442,620.61";"37,776,227.52";"37,776,227.52";"Przedsiębiorstwo Komunalne Sp. z o. o. we Wronkach";"7630003624";"64-510";"Wronki";"Wielkopolskie";"Powiat gnieźnieński / Powiat szamotulski";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - średnie przedsiębiorstwo";"00 Nie dotyczy";"";"";"2010/09/01";"2010/09/02"
"33-215";"Projekt";"Uporządkowanie gospodarki wodno-ściekowej na terenie Aglomeracji Barlinek, gmina Barlinek";"POIS.01.01.00-00-226/10-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.01.00.00";"POIS.01.01.00";"";"69,720,148.37";"38,644,934.78";"32,848,194.56";"32,848,194.56";"Przedsiębiorstwo Wodociągowo - Kanalizacyjne ""Płonia"" Spółka z o.o. w Barlinku ";"5971699117";"74-320";"Barlinek";"Zachodniopomorskie";"Powiat choszczeński / Powiat myśliborski";"46 Oczyszczanie ścieków";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.01.01.00-00-226/10-01";"Nie";"2010/10/01";"2010/10/05"
"33-216";"Projekt";"Zwiększenie możliwości retencyjnych oraz przeciwdziałania powodzi i suszy w ekosystemach leśnych na terenach nizinnych";"POIS.03.01.00-00-003/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.01.00";"";"195,200,000.00";"160,000,000.00";"136,000,000.00";"136,000,000.00";"Państwowe Gospodarstwo Leśne Lasy Państwowe";"5250010901";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2010/06/09";"2010/06/10"
"33-217";"Projekt";"Doskonalenie stanowisk do analizowania i prognozowania zagrożeń";"POIS.03.02.00-00-001/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"67,382,000.00";"67,382,000.00";"67,382,000.00";"57,274,700.00";"Komenda Główna Państwowej Straży Pożarnej";"5210413024";"00-463";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.03.02.00-00-001/08-08";"Nie";"2010/02/25";"2010/02/26"
"33-218";"Projekt";"Zakupy sprzętu do szybkiej oceny ryzyka w przypadku wystąpienia poważnej awarii, organizacja systemu monitoringu dynamicznego przeciwdziałania poważnym awariom, w tym organizacja systemu i sieci teleinformatycznych";"POIS.03.02.00-00-001/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"28,749,999.00";"28,749,999.00";"28,749,999.00";"24,437,499.15";"Główny Inspektorat Ochrony Środowiska";"5261650857";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.03.02.00-00-001/09-06";"Nie";"2010/03/01";"2010/03/01"
"33-219";"Projekt";"Wsparcie techniczne ratownictwa ekologicznego i chemicznego";"POIS.03.02.00-00-002/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.02.00";"";"30,000,000.00";"30,000,000.00";"30,000,000.00";"25,500,000.00";"Komenda Główna Państwowej Straży Pożarnej";"5210413024";"00-463";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.03.02.00-00-002/09-03";"Nie";"2010/08/19";"2010/08/20"
"33-220";"Projekt";"Wdrożenie nowoczesnych technik monitorowania powietrza, wód i hałasu poprzez zakupy aparatury kontrolno pomiarowej i analitycznej dla sieci laboratoriów Inspekcji Ochrony Środowiska. Doskonalenie systemu zapewnienia jakości poprzez organizację laboratoriów wzorcujących i referencyjnych dla potrzeb wzmocnienia systemu zarządzania jakością środowiska i ocen efektów ekologicznych programu. ETAP I.";"POIS.03.03.00-00-001/08-03";"Program Operacyjny Infrastruktura i Środowisko";"POIS.03.00.00";"POIS.03.03.00";"";"45,426,946.00";"45,426,946.00";"45,426,946.00";"38,612,904.10";"Główny Inspektorat Ochrony Środowiska";"5261650857";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"53 Zapobieganie zagrożeniom (w tym opracowanie i wdrażanie planów i instrumentów zapobiegania i zarządzania zagrożeniami naturalnym i technologicznym)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.03.03.00-00-001/08-14";"Nie";"2010/03/01";"2010/01/15"
"33-221";"Projekt";"Wdrożenie Systemu Zarządzania Środowiskowego ISO 14001:2004 w MPL Servieces Sp. z o.o.";"POIS.04.01.00-00-016/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"20,069.00";"13,344.00";"6,672.00";"6,672.00";"MPL Services Sp. z o.o.";"5130118010";"32-083";"Balice";"Małopolskie";"Powiat krakowski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-016/09-01";"Tak";"2010/05/26";"2010/06/10"
"33-222";"Projekt";"Wdrożenie zintegrowanego systemu zarządzania ISO 14001 i ISO 9001 w firmie Fabryka Mebli Comet Sp. z o.o.";"POIS.04.01.00-00-019/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"72,400.00";"50,680.00";"25,340.00";"25,340.00";"Fabryka Mebli COMET Sp. z o.o.";"7820021631";"61-249";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"przedsiębiorstwo państwowe - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-019/09-01";"Tak";"2010/05/26";"2010/06/25"
"33-223";"Projekt";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiebiorstwie BN Factory S.A.";"POIS.04.01.00-00-020/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"29,890.00";"17,150.00";"8,575.00";"8,575.00";"BN Factory S.A.";"6842322196";"38-400";"Krosno";"Podkarpackie";"Powiat krośnieński / Powiat m. Krosno";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"przedsiębiorstwo państwowe - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-020/09-01";"Tak";"2010/05/28";"2010/06/25"
"33-224";"Projekt";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiębiorstwie Nowy Styl Sp. z o.o.";"POIS.04.01.00-00-021/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"45,108.02";"37,947.56";"18,973.78";"18,973.78";"Nowy Styl Spółka z ograniczoną odpowiedzialnością";"6840009302";"38-400";"Krosno";"Podkarpackie";"Powiat krośnieński / Powiat m. Krosno";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-021/09-01-K01";"Tak";"2010/05/28";"2010/06/15"
"33-225";"Projekt";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w przedsiębiorstwie Baltic Wood S.A.";"POIS.04.01.00-00-022/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"39,518.88";"34,646.62";"17,323.31";"17,323.31";"Baltic Wood S.A.";"6871626585";"38-200";"Jasło";"Podkarpackie";"Powiat jasielski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-022/09-01-K01";"Tak";"2010/05/28";"2010/06/15"
"33-226";"Projekt";"Wdrożenie systemu ekozarządzania EMAS w Przedsiębiorstwie Budowy Dróg i Mostów Sp. z o.o.";"POIS.04.01.00-00-025/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"167,171.71";"97,793.71";"48,896.86";"48,896.86";"Przedsiębiorstwo Budowy Dróg i Mostów Sp. z o.o.";"8220010022";"05-300";"Mińsk Mazowiecki";"Mazowieckie";"Powiat miński";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-025/09-01";"Tak";"2010/05/26";"2010/05/28"
"33-227";"Projekt";"Wdrożenie systemu zarządzania jakością i zarządzania środowiskowego w Jednostce Ratownictwa Chemicznego Sp. z o.o.";"POIS.04.01.00-00-033/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"20,373.20";"13,020.00";"6,510.00";"6,510.00";"Jednostka Ratownictwa Chemicznego Sp. z o.o.";"8730013812";"33-101";"Tarnów";"Małopolskie";"Powiat m. Tarnów";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-033/09-01-K01";"Tak";"2010/05/25";"2010/06/09"
"33-228";"Projekt";"Wdrożenie systemu ISO 14 001 w przedsiębiorstwie Kosmet Rokita Sp. z o.o.";"POIS.04.01.00-00-036/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"22,670.04";"13,007.40";"6,503.70";"6,503.70";"Zakład Chemii Gospodarczej i Samochodowej ""Kosmet Rokita"" Sp. z o.o.";"9171154737";"56-120";"Brzeg Dolny";"Dolnośląskie";"Powiat wołowski";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-036/09-01";"Tak";"2010/05/26";"2010/06/16"
"33-229";"Projekt";"Wdrożenie systemu zarządzania środowiskowego ISO 14001 w ramach ZSZ w ReReRe Sp. z o.o.";"POIS.04.01.00-00-037/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.01.00";"";"68,930.00";"39,050.00";"19,525.00";"19,525.00";"ReReRe Sp. z o.o.";"7822474868";"61-371";"Poznań";"Wielkopolskie";"Powiat m. Poznań";"54 Inne działania na rzecz ochrony środowiska i zapobiegania zagrożeniom";"spółka z ograniczoną odpowiedzialnością - małe przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.01.00-00-037/09-01";"Tak";"2010/05/24";"2010/05/26"
"33-230";"Projekt";"Budowa węzła przygotowania wody dla kotłów parowych w RN Jedlicze S.A.";"POIS.04.02.00-00-018/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"4,270,000.00";"3,457,950.00";"1,037,385.00";"1,037,385.00";"Rafineria Nafty Jedlicze S.A.";"6840000761";"38-460";"Jedlicze";"Podkarpackie";"Powiat krośnieński";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-018/09-02";"Nie";"2010/12/16";"2010/12/23"
"33-231";"Projekt";"Zmniejszenie energochłonności procesu produkcyjnego w Alkat Sp. z o.o. w województwie śląskim";"POIS.04.02.00-00-019/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"48,326,685.00";"35,548,295.00";"10,664,488.50";"10,664,488.50";"Alkat Spółka z ograniczoną odpowiedzialnością";"9451679441";"31-357";"Kraków";"Małopolskie";"Powiat m. Kraków";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka z ograniczoną odpowiedzialnością - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-019/09-04";"Nie";"2010/06/30";"2010/06/30"
"33-232";"Projekt";"Budowa instalacji akumulatora ciepła w Elektrociepłowni „Kraków” S.A.";"POIS.04.02.00-00-030/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.02.00";"";"52,321,396.85";"36,875,908.00";"11,062,772.40";"11,062,772.40";"Elektrociepłownia „Kraków” S.A.";"6750000214";"31-587";"Kraków";"Małopolskie";"Powiat m. Kraków";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.02.00-00-030/09-02";"Nie";"2010/10/08";"2010/10/29"
"33-233";"Projekt";"Nowa instalacja współspalania biomasy dla kotła OP-380 Nr 2 w Elektrociepłowni „Kraków” S.A.";"POIS.04.03.00-00-024/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.03.00";"";"58,724,700.00";"48,135,000.00";"13,259,280.77";"13,259,280.77";"Elektrociepłownia „Kraków” S.A.";"6750000214";"31-587";"Kraków";"Małopolskie";"Powiat m. Kraków";"48 Zintegrowany system zapobiegania i kontroli zanieczyszczeń";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.03.00-00-024/09-04";"Nie";"2010/06/25";"2010/07/09"
"33-234";"Projekt";"Wymiana elektrofiltru kotła OP – 230 nr 3 na terenie EC Bydgoszcz II";"POIS.04.03.00-00-026/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.03.00";"";"10,893,380.00";"8,929,000.00";"1,075,679.00";"1,075,679.00";"PGE Zespół Elektrociepłowni Bydgoszcz S.A.";"5540310818";"85-950";"Bydgoszcz";"";"";"48 Zintegrowany system zapobiegania i kontroli zanieczyszczeń";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.03.00-00-026/09-02";"Nie";"2010/07/22";"2010/07/23"
"33-235";"Projekt";"Budowa instalacji do recyklingu odpadów poużytkowych – zużyte opony";"POIS.04.06.00-00-012/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.04.00.00";"POIS.04.06.00";"";"16,861,620.00";"13,715,927.00";"4,114,778.10";"4,114,778.10";"ATB Truck S.A.";"5291001649";"03-237";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"44 Gospodarka odpadami komunalnymi i przemysłowymi";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.04.06.00-00-012/09-03";"Nie";"2010/12/17";"2011/01/05"
"33-236";"Projekt";"Ochrona ex situ żubra Bison bonasus w Polsce";"POIS.05.01.00-00-155/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.01.00";"";"7,910,853.40";"7,382,024.40";"6,274,720.74";"6,274,720.74";"Szkoła Główna Gospodarstwa Wiejskiego";"5250007425";"02-787";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"uczelnia wyższa";"00 Nie dotyczy";"POIS.05.01.00-00-155/09-01";"Nie";"2010/09/22";"2010/09/28"
"33-237";"Projekt";"Programy ochrony: torfowisk alkalicznych (7230) oraz związanych z nimi zagrożonych gatunków - skalnicy torfowiskowej, lipiennika Loesela, miodokwiatu krzyżowego i gwiazdnicy grubolistnej";"POIS.05.03.00-00-047/08-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"1,245,700.83";"1,176,469.41";"999,999.00";"999,999.00";"Klub Przyrodników";"9271506791";"66-200";"Świebodzin";"Lubuskie";"Powiat świebodziński";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"";"";"2010/03/18";"2010/08/26"
"33-238";"Projekt";"Opracowanie planów zadań ochronnych dla obszarów Natura 2000 na obszarze Polski";"POIS.05.03.00-00-186/09-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.03.00";"";"24,999,944.40";"24,999,944.40";"24,999,944.40";"19,999,955.52";"Generalna Dyrekcja Ochrony Środowiska";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.05.03.00-00-186/09-04";"Nie";"2010/11/10";"2011/01/20"
"33-239";"Projekt";"Edukacja grup zawodowych w zakresie OOŚ w celu minimalizacji wpływu inwestycji liniowych na przyrodę.";"POIS.05.04.00-00-006/08-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"502,486.42";"500,286.42";"425,243.46";"425,243.46";"Stowarzyszenie Pracownia na rzecz Wszystkich Istot";"5471517679";"43-360";"Bystra";"Śląskie";"Powiat bielski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-006/08-06";"Nie";"2010/11/24";"2010/12/09"
"33-240";"Projekt";"Ekointerwencje - Zwiększanie zaangażowania społeczeństwa w ochronę obszarów Natura 2000";"POIS.05.04.00-00-067/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"718,498.04";"716,255.88";"608,817.50";"608,817.50";"Ogólnopolskie Towarzystwo Ochrony Ptaków";"9570553373";"80-401";"Gdańsk";"Pomorskie";"Powiat m. Gdańsk";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-067/08-07";"Nie";"2010/03/30";"2010/04/12"
"33-241";"Projekt";"Kampania promująca sieć NATURA 2000 pod hasłem ""NATURA SIĘ O(D)PŁACA""";"POIS.05.04.00-00-116/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"3,433,200.00";"3,433,200.00";"2,918,220.00";"2,918,220.00";"Towarzystwo na rzecz Ziemi";"5491328295";"32-600";"Oświęcim";"Małopolskie";"Powiat oświęcimski";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"stowarzyszenie";"00 Nie dotyczy";"POIS.05.04.00-00-116/09-06";"Nie";"2010/12/21";"2010/12/21"
"33-242";"Projekt";"""SOS dla świata"" – kampania promująca proekologiczne zachowania wśród Polaków";"POIS.05.04.00-00-125/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"4,051,658.60";"4,051,658.60";"3,443,909.81";"3,443,909.81";"WWF Polska Światowy Fundusz Na Rzecz Przyrody";"5213241055";"02-520";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"POIS.05.04.00-00-125/09-05";"Nie";"2010/12/23";"2010/12/24"
"33-243";"Projekt";"""Tiry na tory!""";"POIS.05.04.00-00-126/09-02";"Program Operacyjny Infrastruktura i Środowisko";"POIS.05.00.00";"POIS.05.04.00";"";"2,000,000.00";"2,000,000.00";"1,700,000.00";"1,700,000.00";"Fundacja Instytut Spraw Obywatelskich";"7251872505";"90-734";"Łódź";"Łódzkie";"Powiat m. Łódź";"51 Promowanie bioróżnorodności i ochrony przyrody (w tym NATURA 2000)";"fundacja";"00 Nie dotyczy";"";"";"2010/08/18";"2011/05/24"
