"id";"Typ";"Nazwa";"Numer umowy/decyzji";"Program Operacyjny <Nazwa>";"Oś priorytetowa <Kod>";"Działanie <Kod>";"Poddziałanie <Kod>";"Wartość ogółem";"Wydatki kwalifikowalne";"Dofinansowanie";"Dofinansowanie UE";"Nazwa beneficjenta";"NIP beneficjenta";"Kod pocztowy";"Miejscowość";"Województwo";"Powiat";"Temat priorytetu";"Forma prawna";"Obszar realizacji";"Ostatni Wniosek o płatność dla najbardziej aktualnej Umowy/Aneksu";"Projekt zakończony (Wniosek o płatność końcową)";"Data podpisania Umowy/Aneksu";"Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu"
"33-117";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW w Warszawie)";"POIS.15.02.00-00-217/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"47,881.00";"47,881.00";"40,698.85";"40,698.85";"Wojewódzki Fundusz Ochrony Środowiska w Warszawie";"5252088391";"02-743";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-217/08-01";"Tak";"2009/04/15";"2009/04/20"
"33-118";"Projekt";"RPD sektora środowisko na lata 2007-2008 (WFOŚiGW we Wrocławiu)";"POIS.15.02.00-00-218/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"132,736.78";"132,736.78";"112,825.95";"112,825.95";"Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej we Wrocławiu";"8961001536";"53-148";"Wrocław";"Dolnośląskie";"Powiat m. Wrocław";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - średnie przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-218/08-01";"Tak";"2009/04/08";"2009/04/17"
"33-119";"Projekt";"RPD sektora środowisko na lata 2007-2008 (CKPŚ)";"POIS.15.02.00-00-220/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"185,219.46";"185,219.46";"157,436.52";"157,436.52";"Centrum Koordynacji Projektów Środowiskowych";"7010041263";"02-362";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-220/08-01";"Tak";"2009/04/20";"2009/04/23"
"33-120";"Projekt";"RPD sektora transportu na lata 2007-2008 (MI)";"POIS.15.02.00-00-301/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"249,977.00";"249,977.00";"249,977.00";"212,480.45";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"";"";"2009/06/18";"2009/06/26"
"33-121";"Projekt";"RPD sektora transportu na rok 2009 (MI)";"POIS.15.02.00-00-301/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"850,000.00";"850,000.00";"850,000.00";"722,500.00";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.02.00-00-301/09-01";"Tak";"2009/12/21";"2009/12/28"
"33-122";"Projekt";"RPD sektora transportu na lata 2007-2008 (CUPT)";"POIS.15.02.00-00-302/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"479,026.00";"479,026.00";"479,026.00";"407,172.10";"Centrum Unijnych Projektów Transportowych";"7010071270";"00-203";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-302/08-01";"Tak";"2009/04/24";"2009/04/30"
"33-123";"Projekt";"RPD sektora energetyka za rok 2009 (MG)";"POIS.15.02.00-00-401/09-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"215,000.00";"215,000.00";"215,000.00";"182,750.00";"Ministerstwo Gospodarki, Departament Funduszy Europejskich";"5262897181";"00-507";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-401/09-02";"Nie";"2009/12/30";"2010/01/08"
"33-124";"Projekt";"RPD sektora energetyka na lata 2007-2008 (NFOSiGW)";"POIS.15.02.00-00-402/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"70,883.99";"70,883.99";"60,251.39";"60,251.39";"Narodowy Fundusz Ochrony Środowiska i Gospodarki Wodnej";"5220018559";"02-672";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"fundusz - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.02.00-00-402/08-01";"Tak";"2009/07/16";"2009/08/19"
"33-125";"Projekt";"RPD sektora energetyka na lata 2007-2008 (IPIEO)";"POIS.15.02.00-00-403/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"76,300.44";"63,935.97";"63,935.97";"54,345.58";"Instytut Paliw i Energii Odnawialnej";"5250009418";"03-301";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-403/08-01";"Tak";"2009/07/15";"2009/08/19"
"33-126";"Projekt";"RPD sektora energetyka na lata 2007-2008 (INIG)";"POIS.15.02.00-00-404/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.02.00";"";"35,880.94";"35,880.94";"35,880.94";"30,498.80";"Instytut Nafty i Gazu";"6750001277";"31-503";"Kraków";"Małopolskie";"Powiat m. Kraków";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.02.00-00-404/08-01";"Tak";"2009/07/17";"2009/08/19"
"33-127";"Projekt";"RPD sektora środowisko na lata 2007-2008 (MŚ)";"POIS.15.03.00-00-201/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"39,284.00";"39,284.00";"39,284.00";"33,391.40";"Ministerstwo Środowiska";"5261647453";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.03.00-00-201/08-01";"Tak";"2009/03/20";"2009/03/31"
"33-128";"Projekt";"RPD sektora transportu na rok 2009 (MI)";"POIS.15.03.00-00-301/09-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.03.00";"";"175,000.00";"175,000.00";"175,000.00";"148,750.00";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POIS.15.03.00-00-301/09-01";"Tak";"2009/12/21";"2009/12/28"
"33-129";"Projekt";"RPD sektora transportu na lata 2007-2008 (PKP PLK S.A.)";"POIS.15.04.00-00-304/08-01";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"12,747,813.00";"12,747,813.00";"12,747,813.00";"10,835,641.05";"PKP Polskie Linie Kolejowe S.A.";"1132316427";"03-734";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"spółka przewidziana przepisami innych ustaw niż Kodeks handlowy i Kodeks cywilny lub formy prawne, do których stosuje się przepisy o spółkach - duże przedsiębiorstwo";"00 Nie dotyczy";"POIS.15.04.00-00-304/08-01";"Tak";"2009/06/30";"2009/06/30"
"33-130";"Projekt";"RPD sektora transportu na lata 2007-2008 (GDDKiA)";"POIS.15.04.00-00-305/08-00";"Program Operacyjny Infrastruktura i Środowisko";"POIS.15.00.00";"POIS.15.04.00";"";"23,496,496.00";"23,496,496.00";"23,496,496.00";"19,972,021.60";"Generalna Dyrekcja Dróg Krajowych i Autostrad";"5262605735";"00-848";"Warszawa ";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"POIS.15.04.00-00-305/08-01";"Tak";"2009/04/28";"2009/04/29"
"33-131";"Projekt";"Finansowanie kosztów zatrudnienia pracowników urzędów kontroli skarbowej zajmujących się audytem i kontrolą funduszy strukturalnych w 2007, 2008 i 2009 roku";"POPT.01.01.00-00-095/09-00";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"100,787,000.00";"54,492,533.19";"46,318,653.19";"46,318,653.19";"Ministerstwo Finansów, Departament Ochrony Interesów Finansowych Unii Europejskiej, Instytucja Audytowa";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-095/09-08";"Tak";"2009/03/11";"2009/03/13"
"33-132";"Projekt";"Finansowanie kosztów zatrudnienia pracowników Ministerstwa Infrastruktury Programem Operacyjnym Pomoc Techniczna w roku 2008, realizujących zadania z zakresu wdrażaniapriorytetów transportowych Programu Operacyjnego Infrastruktura i Środowisko";"POPT.01.01.00-00-127/09-00";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"8,281,573.21";"7,671,421.15";"6,520,707.97";"6,520,707.97";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-127/09-01";"Tak";"2009/09/28";"2009/10/02"
"33-133";"Projekt";"Finansowanie kosztów zatrudnienia pracowników Ministerstwa Infrastruktury w okresie styczeń-czerwiec 2009 r., realizujacych zadania z zakresu wdrażania priorytetów transportowych Programu Operacyjnego Infrastruktura i Środowisko";"POPT.01.01.00-00-128/09-01";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"4,465,710.40";"4,100,406.39";"3,485,345.42";"3,485,345.42";"Ministerstwo Infrastruktury";"7010095164";"00-928";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-128/09-01";"Tak";"2009/11/12";"2009/11/24"
"33-134";"Projekt";"Finansowanie kosztów zatrudnienia pracowników Instytucji Pośredniczącej w Programie Operacyjnym ""Infrstruktura i Środowisko"" oraz Instytucji Pośredniczącej II-ego stopnia w Programie Operacyjnym ""Kapitał Ludzki"" w 2009 roku.";"POPT.01.01.00-00-131/09-00";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"3,278,492.50";"3,235,169.16";"2,749,893.78";"2,749,893.78";"Ministerstwo Zdrowia, Departament Funduszy Europejskich";"5251918554";"00-952";"Warszawa";"";"";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-131/09-02";"Tak";"2009/11/26";"2009/12/14"
"33-135";"Projekt";"""Kadry 2008-2009"" zatrudnienie w Ministerstwie Pracy i Polityki Społecznej w ramach Programu Operacyjnego Pomoc Techniczna 2007-2013";"POPT.01.01.00-00-139/09-00";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.01.00";"";"9,188,674.77";"8,361,960.18";"7,107,666.15";"7,107,666.15";"Ministerstwo Pracy i Polityki Społecznej";"5262895101";"00-513";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.01.00-00-139/09-01";"Tak";"2009/12/01";"2009/12/14"
"33-136";"Projekt";"Podnoszenie kwalifikacji pracowników Instytucji Certyfikującej i 16 Instytucji Pośredniczących w Certyfikacji zaangażowanych w proces certyfikacji wydatków do Komisji Europejskiej w 2009 roku";"POPT.01.02.00-00-088/09-03";"Program Operacyjny Pomoc techniczna";"POPT.01.00.00";"POPT.01.02.00";"";"2,674,583.24";"2,674,446.95";"2,273,279.90";"2,273,279.90";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.01.02.00-00-088/09-04";"Tak";"2009/11/03";"2009/11/13"
"33-137";"Projekt";"Utrzymanie i rozwój oprogramowania SIMIK - finansowanie zamówienia w ramach umowy ramowej";"POPT.02.01.00-00-083/09-00";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"642,418.76";"642,418.76";"546,055.94";"546,055.94";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-083/09-02";"Tak";"2009/03/10";"2009/03/13"
"33-138";"Projekt";"Wsparcie wdrożenia Krajowego Systemu Informatycznego (SIMIK 07-13) oraz zapewnienie jego sprawnego funkcjonowania";"POPT.02.01.00-00-084/09-01";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"690,700.00";"690,700.00";"587,095.00";"587,095.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji Wdrażania Funduszy Unii Europejskiej - IZ PWW/IK NSRO";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-084/09-03";"Tak";"2009/07/30";"2009/08/12"
"33-139";"Projekt";"Utrzymanie i rozwój systemu KSI SIMIK 07-13 w Ministerstwie Finansów";"POPT.02.01.00-00-112/09-00";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"345,974.00";"345,974.00";"294,077.90";"294,077.90";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-112/09-03";"Tak";"2009/07/02";"2009/07/07"
"33-140";"Projekt";"Utrzymanie systemu SIMIK 04-06";"POPT.02.01.00-00-113/09-00";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.01.00";"";"1,707,001.38";"1,707,001.38";"1,450,951.17";"1,450,951.17";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.01.00-00-113/09-03";"Tak";"2009/07/02";"2009/07/07"
"33-141";"Projekt";"Zakup infrastruktury informatycznej dla pracowników 16 Instytucji Pośredniczących w Certyfikacji zaagnażowanych w proces certyfikacji wydatków do Komisji Europejskiej w 2009 roku";"POPT.02.02.00-00-079/09-02";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.02.00";"";"721,650.00";"721,650.00";"613,402.50";"613,402.50";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.02.00-00-079/09-04";"Tak";"2009/09/24";"2009/10/02"
"33-142";"Projekt";"Finansowanie kosztów zakupu sprzętu informatycznego dla pracowników Generalnej Dyrekcji Ochrony Środowiska oraz Regionalnych Dyrekcji Ochrony Środowiska w 2009 r.";"POPT.02.02.00-00-135/09-00";"Program Operacyjny Pomoc techniczna";"POPT.02.00.00";"POPT.02.02.00";"";"811,800.00";"495,116.00";"420,848.60";"420,848.60";"Generalna Dyrekcja Ochrony Środowiska";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.02.02.00-00-135/09-01";"Tak";"2009/11/12";"2009/11/17"
"33-143";"Projekt";"Wsparcie funkcjonowania urzędów kontroli skarbowej i Departamentu Ochrony Interesów Finansowych Unii Europejskiej w Ministerstwie Finansów w latach 2007-2015";"POPT.03.01.00-00-061/08-01";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"50,514,250.00";"14,708,399.72";"12,502,139.76";"12,502,139.76";"Ministerstwo Finansów, Departament Ochrony Interesów Finansowych Unii Europejskiej, Instytucja Audytowa";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-061/08-09";"Nie";"2009/10/08";"2009/10/12"
"33-144";"Projekt";"Finansowanie personelu technicznego - Koordynatorów SIMIK";"POPT.03.01.00-00-082/09-01";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"2,683,370.09";"2,357,172.72";"2,003,596.80";"2,003,596.80";"Ministerstwo Finansów, Departament Informatyki, Operator krajowego systemu informatycznego wspomagającego realizację NSRO/PWW";"5260250274";"00-916";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-082/09-06";"Tak";"2009/12/14";"2009/12/16"
"33-145";"Projekt";"Wsparcie finkcjonowania 16 Instytucji Pośredniczących e Certyfikacji oraz Instytucji Certyfikującej w 2009 r.";"POPT.03.01.00-00-089/09-02";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"2,242,474.00";"2,242,474.00";"1,906,102.90";"1,906,102.90";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-089/09-04";"Tak";"2009/09/24";"2009/10/02"
"33-146";"Projekt";"Wsparcie funkcjonowania Generalnej Dyrekcji Ochrony Środowiska oraz Regionalnych Dyrekcji Ochrony Środowiska w pełnieniu roli beneficjenta POPT 2007-2013";"POPT.03.01.00-00-134/09-00";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"42,000.00";"42,000.00";"35,700.00";"35,700.00";"Generalna Dyrekcja Ochrony Środowiska";"7010151052";"00-922";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-134/09-01";"Tak";"2009/10/20";"2009/11/02"
"33-147";"Projekt";"Wsparcie funkcjonowania Instytucji Zarządzającej POPT";"POPT.03.01.00-00-137/09-00";"Program Operacyjny Pomoc techniczna";"POPT.03.00.00";"POPT.03.01.00";"";"550,000.00";"550,000.00";"467,500.00";"467,500.00";"Ministerstwo Rozwoju Regionalnego, Departament Programów Pomocowych i Pomocy Technicznej, Instytucja Zarządzająca POPT";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"85 Przygotowanie, realizacja, monitorowanie i kontrola";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.03.01.00-00-137/09-06";"Nie";"2009/12/07";"2009/12/10"
"33-148";"Projekt";"Wymiana doświadczeń pomiędzy uczestnikami procesu realizacji NSRO - pracownikami zaangażowanymi w obsługę 16 RPO";"POPT.04.02.00-00-009/07-02";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"193,000.00";"193,000.00";"164,050.00";"164,050.00";"Ministerstwo Rozwoju Regionalnego, Departament Koordynacji i Wdrażania Programów Regionalnych, Instytucja Koordynująca RPO";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-009/07-09";"Tak";"2009/09/18";"2009/10/02"
"33-149";"Projekt";"Wymiana doświadczeń pracowników Instytucji Pośredniczących w Certyfikacji, Instytucji Certyfikującej oraz innych instytucji zaangażowanych w realizację NSRO w 2009 roku";"POPT.04.02.00-00-080/09-00";"Program Operacyjny Pomoc techniczna";"POPT.04.00.00";"POPT.04.02.00";"";"242,000.00";"242,000.00";"205,700.00";"205,700.00";"Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikującej, Instytucja Certyfikująca";"5262895199";"00-926";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"86 Ocena, badania/ekspertyzy, informacja i komunikacja";"organ władzy, administracji rządowej";"00 Nie dotyczy";"POPT.04.02.00-00-080/09-03";"Tak";"2009/04/10";"2009/04/27"
"33-150";"Projekt";"Reporęczenia szansą na zwiększenie finansowania zewnętrznego MSP. Instrument wsparcia funduszy poręczeniowych w Polsce Wschodniej";"POPW.01.02.00-00-001/09-02";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.02.00";"";"98,294,117.63";"98,294,117.63";"98,294,117.63";"83,550,000.00";"Bank Gospodarstwa Krajowego";"5250012372";"00-955";"Warszawa";"";"";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"państwowa jednostka organizacyjna";"00 Nie dotyczy";"";"";"2009/08/31";"2010/08/17"
"33-151";"Projekt";"Program Promocji Gospodarczej Polski Wschodniej";"POPW.01.04.01-00-001/09-05";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.01";"85,999,999.14";"85,999,999.14";"85,999,999.14";"73,099,999.27";"Polska Agencja Informacji i Inwestycji Zagranicznych S.A.";"5260300167";"00-585";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/07/29";"2011/03/17"
"33-152";"Projekt";"Lokalne Centra Obsługi Inwestora - Eastern European Gateway";"POPW.01.04.02-00-001/09-05";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.02";"9,794,600.00";"9,794,600.00";"8,815,140.00";"7,492,869.00";"Stowarzyszenie ""Lokalna Grupa Działania - Wokół Łysej Góry""";"6572693504";"26-004";"Bieliny";"Świętokrzyskie";"Powiat kielecki";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"stowarzyszenie";"00 Nie dotyczy";"";"";"2009/12/22";"2011/05/18"
"33-153";"Projekt";"Tworzenie i rozwój współpracy centrów obsługi inwestora";"POPW.01.04.02-00-002/09-04";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.02";"19,359,076.09";"19,335,731.09";"17,402,157.98";"16,009,985.34";"Polska Agencja Informacji i Inwestycji Zagranicznych S.A.";"5260300167";"00-585";"Warszawa";"Mazowieckie";"Powiat m. st. Warszawa";"05 Usługi w zakresie zaawansowanego wsparcia dla przedsiębiorstw i grup przedsiębiorstw";"spółka akcyjna - duże przedsiębiorstwo";"00 Nie dotyczy";"";"";"2009/12/29";"2011/03/17"
"33-154";"Projekt";"Rozwój klastra informatycznego firm wschodniej Polski";"POPW.01.04.03-00-001/09-02";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.03";"4,582,960.00";"3,934,560.00";"3,541,104.00";"3,009,938.40";"Stowarzyszenie Informatyka Podkarpacka";"5170186928";"35-959";"Rzeszów";"";"";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"stowarzyszenie";"00 Nie dotyczy";"POPW.01.04.03-00-001/09-06";"Nie";"2009/12/22";"2011/04/11"
"33-155";"Projekt";"Wsparcie dla tworzenia i rozwoju ""Świetokrzysko-Podkarpackiego Klastra Budowlanego INNOWATOR""";"POPW.01.04.03-00-002/09-03";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.03";"3,653,500.00";"3,653,500.00";"3,288,150.00";"2,794,927.50";"Staropolska Izba Przemysłowo - Handlowa";"6570461801";"25-002";"Kielce";"Świętokrzyskie";"Powiat m. Kielce";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"samorząd gospodarczy i zawodowy";"00 Nie dotyczy";"";"";"2009/12/18";"2011/04/05"
"33-156";"Projekt";"Podniesienie konkurencyjności przedsiębiorstw z Polski Wschodniej w ramach Wschodniego Klastra Obróbki Metali";"POPW.01.04.03-00-004/09-02";"Program Operacyjny Rozwój Polski Wschodniej";"POPW.01.00.00";"POPW.01.04.00";"POPW.01.04.03";"3,578,200.00";"3,578,200.00";"3,220,380.00";"2,737,323.00";"Wojewódzki Klub Techniki i Recjonalizacji";"7120104881";"20-086";"Lublin";"Lubelskie";"Powiat m. Lublin";"03 Transfer technologii i udoskonalanie sieci współpracy między MŚP, między MŚP a innymi przedsiębiorstwami, uczelniami, wszelkiego rodzaju instytucjami na poziomie szkolnictwa pomaturalnego, władzami regionalnymi, ośrodkami badawczymi oraz biegunami naukowymi i technologicznymi (parkami naukowymi i technologicznymi, technopoliami itd.)";"stowarzyszenie";"00 Nie dotyczy";"POPW.01.04.03-00-004/09-05";"Nie";"2009/12/23";"2011/03/22"
